pklt_nm,pklt_knd_nm,lat,lot,addr,자치구,평일운영시간,주말운영시간,운영시간,ev_충전소_500m,ev_등록대수
신대방역 공영주차장,노외 주차장,37.48830327,126.91452278,관악구 신림동 498-0,관악구,24.0,24.0,24.0,49,3005
신도림역환승주차장,노외 주차장,37.4945849,126.8845477,구로구 구로동 1-4,구로구,24.0,24.0,24.0,63,3621
신림동공영주차장,노외 주차장,37.4868971,126.928177,관악구 신림동 1456-3,관악구,24.0,24.0,24.0,16,3005
신림동제2공영,노상 주차장,37.4868971,126.928177,관악구 신림동 1472-1,관악구,10.0,10.0,10.0,16,3005
신문로 공영주차장,노외 주차장,37.57017,126.97417,종로구 신문로1가 58-36,종로구,10.0,10.0,10.0,275,1896
신방화역 공영주차장,노외 주차장,37.56706812,126.81757628,강서구 마곡동 739-0,강서구,24.0,24.0,24.0,213,8009
신사동 제1공영주차장,노외 주차장,37.4868971,126.928177,관악구 신림동 511-1,관악구,10.0,7.0,9.142857142857142,16,3005
신설동 공영주차장,노외 주차장,37.57252061,127.02425684,동대문구 신설동 114-29,동대문구,10.0,10.0,10.0,152,3021
신영시장 공동주차장,노외 주차장,37.52782,126.83692,양천구 신월동 114-16,양천구,10.0,10.0,10.0,81,3941
신우주차장,노외 주차장,37.52782,126.83692,양천구 신월동 166-23,양천구,24.0,24.0,24.0,81,3941
신월1동저지복개1구역,노상 주차장,37.52782,126.83692,양천구 신월동 228-1,양천구,10.0,4.0,8.285714285714286,81,3941
신월1동저지복개2구역,노상 주차장,37.52782,126.83692,양천구 신월동 90-1,양천구,10.0,4.0,8.285714285714286,81,3941
신월4동 공영주차장,노외 주차장,37.525643,126.837692,양천구 신월동 411-1,양천구,24.0,24.0,24.0,96,3941
신월5동복개주차장,노상 주차장,37.52782,126.83692,양천구 신월동 53-2,양천구,10.0,4.0,8.285714285714286,81,3941
"신정1,3동 복개",노상 주차장,37.5162407,126.8521196,양천구 신정동 1031-0,양천구,10.0,4.0,8.285714285714286,130,3941
신정4동 로데오길,노상 주차장,37.5162407,126.8521196,양천구 신정동 890-0,양천구,10.0,4.0,8.285714285714286,130,3941
신정4동길,노상 주차장,37.5162407,126.8521196,양천구 신정동 902-0,양천구,10.0,4.0,8.285714285714286,130,3941
신정7동 한사랑교회 주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 324-11,양천구,10.0,24.0,14.0,130,3941
신정교주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 871-3,양천구,24.0,24.0,24.0,130,3941
신창공영주차장,노외 주차장,37.53586,126.95441,용산구 신창동 53-1,용산구,24.0,24.0,24.0,270,2674
신천유수지 공영주차장,노외 주차장,37.52231457,127.10290327,송파구 신천동 14-0,송파구,24.0,24.0,24.0,69,7851
신천지,노상 주차장,37.468399,126.8979571,금천구 독산동 152-1,금천구,11.0,24.0,14.714285714285714,120,2257
신촌노상공영주차장,노상 주차장,37.553881,126.937312,마포구 노고산동 49-48,마포구,11.0,11.0,11.0,115,4083
신학대길 노상공영주차장,노상 주차장,37.54208,126.84656,강서구 화곡동 980-19,강서구,10.0,6.0,8.857142857142858,13,8009
신한증권옆,노상 주차장,37.64802,127.07678,노원구 중계동 366-12,노원구,10.0,9.0,9.714285714285714,225,3918
쌈지 공영주차장,노외 주차장,37.6352212,127.0090642,강북구 수유동 62-4,강북구,24.0,24.0,24.0,25,1856
쌍문2동 2공영주차장,노외 주차장,37.65347,127.02715,도봉구 쌍문동 81-102,도봉구,24.0,24.0,24.0,85,2535
쌍문2동 5공영주차장,노외 주차장,37.65347,127.02715,도봉구 쌍문동 715-2,도봉구,24.0,24.0,24.0,85,2535
아시아공원,노외 주차장,37.5122807,127.0855986,송파구 잠실동 84-0,송파구,24.0,24.0,24.0,208,7851
아카데미 노상공영,노상 주차장,37.6352212,127.0090642,강북구 수유동 535-76,강북구,10.0,6.0,8.857142857142858,25,1856
아톰,노상 주차장,37.4753253,126.8863954,금천구 가산동 345-48,금천구,11.0,24.0,14.714285714285714,416,2257
아현시민 공영주차장,노외 주차장,37.5505624,126.9525116,마포구 아현동 804-3,마포구,24.0,24.0,24.0,374,4083
안말 주차장,노외 주차장,37.52998,127.12875,강동구 성내동 512-0,강동구,24.0,24.0,24.0,59,5653
암사1동 주차장,노외 주차장,37.5582352,127.1308542,강동구 암사동 59-2,강동구,24.0,24.0,24.0,30,5653
압구정 428 공영주차장,노외 주차장,37.5300432,127.0313346,강남구 압구정동 428-0,강남구,12.0,12.0,12.0,30,15468
압구정29길 노상공영 주차장,노상 주차장,37.5300432,127.0313346,강남구 압구정동 453-0,강남구,10.0,24.0,14.0,30,15468
압구정고가1 공영주차장,노상 주차장,37.52607658,127.028388,강남구 신사동 668-0,강남구,13.0,12.0,12.714285714285714,58,15468
압구정고가2 공영주차장,노상 주차장,37.5223206,127.0277019,강남구 신사동 668-0,강남구,11.0,12.0,11.285714285714286,62,15468
압구정로29길,노상 주차장,37.5300432,127.0313346,강남구 압구정동 453-0,강남구,10.0,24.0,14.0,30,15468
양재2동주민센터 공영주차장,노외 주차장,37.46838,127.0361,서초구 양재동 323-1,서초구,14.0,14.0,14.0,98,8665
양재근린공원 공영주차장,노외 주차장,37.46838,127.0361,서초구 양재동 311-0,서초구,24.0,24.0,24.0,98,8665
양재시민의숲(매헌)역 공영주차장,노외 주차장,37.46838,127.0361,서초구 양재동 237-2,서초구,24.0,24.0,24.0,98,8665
양재주차빌딩,노외 주차장,37.46838,127.0361,서초구 양재동 90-2,서초구,24.0,24.0,24.0,98,8665
양천경찰서 노상공영주차장,노상 주차장,37.5162407,126.8521196,양천구 신정동 322-3,양천구,10.0,6.0,8.857142857142858,130,3941
양천공원옆,노상 주차장,37.5162407,126.8521196,양천구 신정동 320-3,양천구,10.0,4.0,8.285714285714286,130,3941
양천구청 노상공영주차장,노상 주차장,37.5162407,126.8521196,양천구 신정동 321-3,양천구,10.0,6.0,8.857142857142858,130,3941
양천사회단체봉사센터,노외 주차장,37.53608,126.87585,양천구 목동 905-29,양천구,10.0,24.0,14.0,96,3941
양천사회단체봉사센터 공영주차장,노외 주차장,37.53608,126.87585,양천구 목동 905-29,양천구,10.0,24.0,14.0,96,3941
양평2동청사 공영,노외 주차장,37.53689,126.89638,영등포구 양평동4가 72-1,영등포구,24.0,24.0,24.0,151,4323
양평동(동) 공영주차장,노상 주차장,37.53906,126.8928,영등포구 양평동5가 44-1,영등포구,10.0,6.0,8.857142857142858,183,4323
양평유수지 공영주차장,노외 주차장,37.5282501,126.8914746,영등포구 양평동3가 57-3,영등포구,24.0,24.0,24.0,196,4323
양화진 공영주차장,노외 주차장,37.5477846,126.9095636,마포구 합정동 139-21,마포구,24.0,24.0,24.0,79,4083
어울림 공영주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 318-2,양천구,10.0,10.0,10.0,130,3941
어울림소공원 공영주차장,노외 주차장,37.628995,127.0257543,강북구 미아동 4-1,강북구,24.0,24.0,24.0,38,1856
어울림주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 318-2,양천구,10.0,10.0,10.0,130,3941
언구비 공영주차장,노외 주차장,37.50312,127.0014,서초구 반포동 741-3,서초구,24.0,24.0,24.0,412,8665
언북초교 공영주차장,노외 주차장,37.5257535,127.0523217,강남구 청담동 27-0,강남구,24.0,24.0,24.0,393,15468
언주로171길,노상 주차장,37.5223206,127.0277019,강남구 신사동 668-11,강남구,10.0,24.0,14.0,62,15468
언주초 공영주차장,노외 주차장,37.4878395,127.0438569,강남구 도곡동 922-0,강남구,24.0,24.0,24.0,126,15468
엔젤데이케이센터 지하주차장,노외 주차장,37.4856963,126.9723525,동작구 사당동 278-34,동작구,24.0,24.0,24.0,93,2867
여울 공영주차장,노외 주차장,37.52782,126.83692,양천구 신월동 151-5,양천구,24.0,24.0,24.0,81,3941
여의도공원 공영주차장,노상 주차장,37.5226,126.91685,영등포구 여의도동 2-11,영등포구,10.0,6.0,8.857142857142858,70,4323
여의도공원앞1 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 2-11,영등포구,10.0,6.0,8.857142857142858,262,4323
여의도공원앞2 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 2-11,영등포구,10.0,6.0,8.857142857142858,262,4323
여의도공원앞3 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 2-11,영등포구,10.0,6.0,8.857142857142858,262,4323
여의도백화점 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 3-5,영등포구,10.0,6.0,8.857142857142858,262,4323
여의서로 공영주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 8-1,영등포구,10.0,6.0,8.857142857142858,262,4323
역말 공영주차장,노외 주차장,37.6049941,126.9148856,은평구 역촌동 12-42,은평구,24.0,24.0,24.0,9,3656
역삼1문화센터 공영주차장,노외 주차장,37.49988,127.03856,강남구 역삼동 829-20,강남구,24.0,24.0,24.0,242,15468
역삼문화공원 공영주차장,노외 주차장,37.49988,127.03856,강남구 역삼동 635-0,강남구,24.0,24.0,24.0,242,15468
역삼문화공원제1호공영주차장,노외 주차장,37.49988,127.03856,강남구 역삼동 635-1,강남구,24.0,24.0,24.0,242,15468
연광초교 지하 공영주차장,노외 주차장,37.6160647,126.9339579,은평구 불광동 400-6,은평구,24.0,24.0,24.0,87,3656
연광초교지하공동주차장,노외 주차장,37.6160647,126.9339579,은평구 불광동 400-6,은평구,24.0,24.0,24.0,87,3656
연남 유료 주차장,노상 주차장,37.5626596,126.9226107,마포구 연남동 228-20,마포구,11.0,11.0,11.0,21,4083
연남노상공영주차장,노상 주차장,37.5626596,126.9226107,마포구 연남동 224-36,마포구,13.0,13.0,13.0,21,4083
연남동 공영주차장,노외 주차장,37.5626596,126.9226107,마포구 연남동 361-9,마포구,24.0,24.0,24.0,21,4083
연신중학교지하 공영주차장,노외 주차장,37.6160647,126.9339579,은평구 불광동 400-4,은평구,24.0,24.0,24.0,87,3656
연신중학교지하공동주차장,노외 주차장,37.6160647,126.9339579,은평구 불광동 400-4,은평구,24.0,24.0,24.0,87,3656
연희사러가쇼핑센터앞,노상 주차장,37.57234,126.93084,서대문구 연희동 130-12,서대문구,10.0,6.0,8.857142857142858,21,2799
염리 공영주차장,노외 주차장,37.54914,126.94915,마포구 염리동 174-3,마포구,24.0,24.0,24.0,313,4083
영남 공영주차장,노외 주차장,37.51947074,126.90260898,영등포구 영등포동4가 123-0,영등포구,24.0,24.0,24.0,174,4323
영동6교밑 공영주차장,노상 주차장,37.494468795,127.071070055,강남구 대치동 512-1,강남구,10.0,8.0,9.428571428571429,47,15468
영동대로106길,노상 주차장,37.5147838,127.0543618,강남구 삼성동 172-21,강남구,10.0,24.0,14.0,85,15468
영동대로86길노상,노상 주차장,37.49882,127.06566,강남구 대치동 1012-8,강남구,10.0,24.0,14.0,105,15468
영동대로96길,노상 주차장,37.5147838,127.0543618,강남구 삼성동 172-41,강남구,10.0,24.0,14.0,85,15468
영등포구청,노상 주차장,37.52616,126.89724,영등포구 당산동3가 397-1,영등포구,9.0,24.0,13.285714285714286,258,4323
영등포구청별관 공영주차장,노외 주차장,37.52616,126.89724,영등포구 당산동3가 560-0,영등포구,23.0,23.0,23.0,258,4323
영등포구청역 공영주차장,노외 주차장,37.52432737,126.89548892,영등포구 당산동3가 370-3,영등포구,24.0,24.0,24.0,238,4323
영등포구청환승주차장,노외 주차장,37.52616,126.89724,영등포구 당산동3가 370-4,영등포구,24.0,24.0,24.0,258,4323
영등포동제1공영(전통시장),노외 주차장,37.52125,126.91222,영등포구 영등포동2가 230-0,영등포구,13.0,24.0,16.142857142857142,54,4323
영등포동제2공영,노외 주차장,37.5239764,126.9065622,영등포구 영등포동7가 29-122,영등포구,24.0,24.0,24.0,192,4323
영등포동제3공영,노외 주차장,37.51777,126.90368,영등포구 영등포동4가 442-0,영등포구,24.0,24.0,24.0,135,4323
영등포로터리,노상 주차장,37.51509,126.91423,영등포구 영등포동1가 97-4,영등포구,10.0,6.0,8.857142857142858,83,4323
영등포로터리 공영주차장,노상 주차장,37.51509,126.91423,영등포구 영등포동1가 111-1,영등포구,10.0,6.0,8.857142857142858,83,4323
영등포본동제1공영,노외 주차장,37.5222786,126.9078574,영등포구 영등포동 592-10,영등포구,24.0,24.0,24.0,112,4323
영등포전통시장 공영주차장,노외 주차장,37.52125,126.91222,영등포구 영등포동2가 466-0,영등포구,24.0,24.0,24.0,54,4323
영등포중앙시장 노상주차장,노상 주차장,37.5259675,126.9049108,영등포구 영등포동7가 5-1,영등포구,10.0,6.0,8.857142857142858,295,4323
영희초교 공영주차장,노외 주차장,37.48754,127.08705,강남구 일원동 617-0,강남구,24.0,24.0,24.0,119,15468
오류1동 텃골주차장,노외 주차장,37.4910095,126.8377379,구로구 오류동 6-11,구로구,24.0,24.0,24.0,115,3621
오패산공영주차장,노외 주차장,37.628995,127.0257543,강북구 미아동 133-100,강북구,24.0,24.0,24.0,38,1856
옥수역 공영주차장,노상 주차장,37.54226979,127.01695354,성동구 옥수동 401-1,성동구,10.0,6.0,8.857142857142858,304,4331
옥수유수지(평면) 공영주차장,노외 주차장,37.54176,127.01648,성동구 옥수동 77-3,성동구,24.0,24.0,24.0,299,4331
온수역(남) 공영주차장,노상 주차장,37.49185054,126.8241372,구로구 온수동 51-26,구로구,10.0,6.0,8.857142857142858,35,3621
온조대왕 문화체육관옆,노외 주차장,37.56528,127.15761,강동구 고덕동 300-0,강동구,9.0,9.0,9.0,74,5653
외대역주차빌딩 공영,노외 주차장,37.60021,127.06124,동대문구 이문동 306-14,동대문구,24.0,24.0,24.0,119,3021
요업기술원-LG전자뒤,노상 주차장,37.4753253,126.8863954,금천구 가산동 237-101,금천구,11.0,24.0,14.714285714285714,416,2257
용답 어울림 공영주차장,노외 주차장,37.5613328,127.0580146,성동구 용답동 53-5,성동구,24.0,24.0,24.0,47,4331
용답동(건물) 공영주차장,노외 주차장,37.5613328,127.0580146,성동구 용답동 4-1,성동구,24.0,24.0,24.0,47,4331
용답제2(평면) 공영주차장,노외 주차장,37.5613328,127.0580146,성동구 용답동 182-10,성동구,24.0,24.0,24.0,47,4331
용마폭포공원공영주차장,노외 주차장,37.5804084,127.0878903,중랑구 면목동 1-4,중랑구,18.0,18.0,18.0,131,3158
용문동 공영주차장,노외 주차장,37.53857,126.95576,용산구 도원동 4-5,용산구,24.0,24.0,24.0,301,2674
용산2가소월주차장,노외 주차장,37.54305,126.98558,용산구 용산동2가 11-0,용산구,24.0,24.0,24.0,24,2674
용산구 이태원동 258-29,노외 주차장,37.53842,126.992,용산구 이태원동 258-29,용산구,15.0,15.0,15.0,54,2674
용산구 한강로1가 236-5,노외 주차장,37.53517,126.97404,용산구 한강로1가 236-5,용산구,11.0,7.0,9.857142857142858,172,2674
용산구 한강로2가 148-4,노외 주차장,37.53142,126.9685,용산구 한강로2가 148-4,용산구,24.0,24.0,24.0,229,2674
용산구 한강로2가 2-28,노외 주차장,37.53142,126.9685,용산구 한강로2가 2-28,용산구,10.0,6.0,8.857142857142858,229,2674
용산구 한강로2가 2-39,노외 주차장,37.53142,126.9685,용산구 한강로2가 2-39,용산구,24.0,24.0,24.0,229,2674
용산동2가동 기계식 공영주차장,노외 주차장,37.54305,126.98558,용산구 용산동2가 47-2,용산구,24.0,24.0,24.0,24,2674
용산전자상가 4,노외 주차장,37.53427,126.9578,용산구 원효로3가 51-5,용산구,14.0,14.0,14.0,55,2674
용산전자상가2,노외 주차장,37.52754,126.96297,용산구 한강로3가 14-1,용산구,13.5,13.5,13.5,367,2674
용산전자상가3,노외 주차장,37.52754,126.96297,용산구 한강로3가 19-2,용산구,14.0,14.0,14.0,367,2674
용산전자상가4,노외 주차장,37.53427,126.9578,용산구 원효로3가 51-5,용산구,14.0,14.0,14.0,55,2674
용산주차빌딩,노외 주차장,37.53142,126.9685,용산구 한강로2가 12-9,용산구,24.0,24.0,24.0,229,2674
용산주차빌딩 공영주차장,노외 주차장,37.53436379,126.96541818,용산구 한강로2가 12-9,용산구,24.0,24.0,24.0,283,2674
우리공영주차장,노외 주차장,37.53608,126.87585,양천구 목동 907-8,양천구,10.0,10.0,10.0,96,3941
우리은행,노상 주차장,37.4753253,126.8863954,금천구 가산동 140-41,금천구,11.0,8.0,10.142857142857142,416,2257
우이동 공영주차장,노외 주차장,37.6575291,127.0089505,강북구 우이동 105-2,강북구,24.0,24.0,24.0,14,1856
웃우물 공영주차장,노외 주차장,37.52379759,126.85141746,양천구 신정동 943-25,양천구,24.0,24.0,24.0,67,3941
웅진코웨이~sk트윈타워,노상 주차장,37.4753253,126.8863954,금천구 가산동 345-2,금천구,11.0,24.0,14.714285714285714,416,2257
원묵 고등학교 공용 지하주차장,노외 주차장,37.61083,127.08109,중랑구 묵동 23-0,중랑구,24.0,24.0,24.0,59,3158
원서공원 앞,노상 주차장,37.581572,126.9922844,종로구 와룡동 206-0,종로구,10.0,10.0,10.0,6,1896
원신공영주차장,노외 주차장,37.4868971,126.928177,관악구 신림동 366-0,관악구,24.0,24.0,24.0,16,3005
원효대교 남단 공영주차장,노상 주차장,37.52234322,126.93684128,영등포구 여의도동 5-0,영등포구,24.0,24.0,24.0,77,4323
유경백화점뒤,노상 주차장,37.64802,127.07678,노원구 중계동 364-16,노원구,10.0,9.0,9.714285714285714,225,3918
유료주차장,노외 주차장,37.54048,127.05601,성동구 성수동2가 273-15,성동구,24.0,24.0,24.0,195,4331
유수지복개(양평)주차장,노외 주차장,37.5282501,126.8914746,영등포구 양평동3가 57-3,영등포구,24.0,24.0,24.0,196,4323
유진상가앞,노상 주차장,37.5871,126.94676,서대문구 홍제동 294-1,서대문구,9.0,5.0,7.857142857142857,139,2799
은마아파트,노상 주차장,37.49882,127.06566,강남구 대치동 316-0,강남구,10.0,24.0,14.0,105,15468
은평평화공원,노외 주차장,37.6040879,126.9317233,은평구 녹번동 153-1,은평구,24.0,24.0,24.0,305,3656
은평한문화공영주차장,노외 주차장,37.6421169,126.9354305,은평구 진관동 125-12,은평구,24.0,24.0,24.0,43,3656
은행나무공영주차장,노외 주차장,37.58178,127.09034,중랑구 면목동 107-5,중랑구,24.0,24.0,24.0,105,3158
을지로 공영주차장,노상 주차장,37.56664646,126.99696895,중구 을지로3가 282-8,중구,10.0,6.0,8.857142857142858,48,2000
응봉역공영주차장,노외 주차장,37.55236,127.03356,성동구 응봉동 3-11,성동구,24.0,24.0,24.0,344,4331
응암3동 공동주차장,노외 주차장,37.59418,126.92555,은평구 응암동 580-4,은평구,24.0,24.0,24.0,278,3656
이수 공영주차장,노외 주차장,37.4798789,126.9939103,서초구 방배동 761-3,서초구,24.0,24.0,24.0,42,8665
이수공영주차장,노외 주차장,37.4798789,126.9939103,서초구 방배동 761-3,서초구,24.0,24.0,24.0,42,8665
이태원2동 공영주차장,노외 주차장,37.53842,126.992,용산구 이태원동 227-9,용산구,24.0,24.0,24.0,54,2674
이화공영,노외 주차장,37.57663,127.00515,종로구 이화동 13-2,종로구,24.0,24.0,24.0,62,1896
인수동공영주차장,노외 주차장,37.6352212,127.0090642,강북구 수유동 126-0,강북구,24.0,24.0,24.0,25,1856
일원1동(기계식),노외 주차장,37.48754,127.08705,강남구 일원동 684-8,강남구,17.0,24.0,19.0,119,15468
일원동맛의거리,노상 주차장,37.48754,127.08705,강남구 일원동 709-9,강남구,10.0,24.0,14.0,119,15468
일원역 공영주차장,노외 주차장,37.48468629,127.08408987,강남구 일원동 716-2,강남구,10.0,6.0,8.857142857142858,153,15468
일원터널 공영주차장,노외 주차장,37.48285728,127.07937197,강남구 일원동 722-1,강남구,24.0,24.0,24.0,59,15468
자양4동 공영주차장,노외 주차장,37.5329735,127.0727409,광진구 자양동 5-5,광진구,24.0,24.0,24.0,273,2445
자양유수지 공영주차장,노외 주차장,37.5329735,127.0727409,광진구 자양동 594-0,광진구,24.0,24.0,24.0,273,2445
자양전통시장 공영주차장,노외 주차장,37.5329735,127.0727409,광진구 자양동 631-18,광진구,11.0,11.0,11.0,273,2445
잠실역 공영주차장,노외 주차장,37.51427683,127.10341414,송파구 신천동 27-0,송파구,24.0,24.0,24.0,410,7851
잠원동방음언덕형공영주차장,노외 주차장,37.5182544,127.0124028,서초구 잠원동 10-33,서초구,24.0,24.0,24.0,191,8665
장안1동 공영주차장,노외 주차장,37.56941,127.066994,동대문구 장안동 392-3,동대문구,24.0,24.0,24.0,126,3021
장안1동(군자유치원) 노외주차장,노외 주차장,37.57105,127.06806,동대문구 장안동 403-13,동대문구,10.0,6.0,8.857142857142858,104,3021
장안2동 공영주차장,노외 주차장,37.5782752,127.07061896,동대문구 장안동 286-9,동대문구,24.0,24.0,24.0,168,3021
장안공원지하주차장,노외 주차장,37.57105,127.06806,동대문구 장안동 300-0,동대문구,17.0,17.0,17.0,104,3021
장영당길 공영주차장(구3동),노외 주차장,37.57002,127.05467,동대문구 답십리동 484-7,동대문구,10.0,10.0,10.0,193,3021
장위1동동방고개공영주차장,노외 주차장,37.6162,127.05086,성북구 장위동 230-110,성북구,24.0,24.0,24.0,95,3533
장위전통시장 공영주차장,노외 주차장,37.6162,127.05086,성북구 장위동 68-130,성북구,24.0,24.0,24.0,95,3533
장지동공영(체비지),노외 주차장,37.48434,127.12246,송파구 문정동 2-6,송파구,15.0,15.0,15.0,376,7851
장충 공영주차장,노외 주차장,37.5541467,127.0002445,중구 장충동2가 193-39,중구,24.0,24.0,24.0,31,2000
전통시장주차장(영등포동제1),노외 주차장,37.52125,126.91222,영등포구 영등포동2가 230-0,영등포구,24.0,24.0,24.0,54,4323
정릉시장,노외 주차장,37.61654,126.99794,성북구 정릉동 405-4,성북구,24.0,24.0,24.0,53,3533
정릉시장공영주차장,노외 주차장,37.61654,126.99794,성북구 정릉동 405-4,성북구,24.0,24.0,24.0,53,3533
정릉천복개 공영주차장,노외 주차장,37.58465,127.03678,동대문구 제기동 271-50,동대문구,10.0,6.0,8.857142857142858,55,3021
제방도로 공영주차장,노상 주차장,37.4945849,126.8845477,구로구 구로동 69-5,구로구,10.0,6.0,8.857142857142858,63,3621
조원동 제1공영주차장,노외 주차장,37.4868971,126.928177,관악구 신림동 571-6,관악구,24.0,24.0,24.0,16,3005
조원동제2공영,노상 주차장,37.4868971,126.928177,관악구 신림동 1675-7,관악구,10.0,7.0,9.142857142857142,16,3005
종각,노상 주차장,37.5687846,126.9857059,종로구 관철동 45-9,종로구,12.0,9.0,11.142857142857142,270,1896
종묘주차장 공영주차장,노외 주차장,37.57150398,126.99496888,종로구 훈정동 2-0,종로구,24.0,24.0,24.0,47,1896
주공12단지상가뒤,노상 주차장,37.66727,127.07242,노원구 상계동 647-1,노원구,10.0,9.0,9.714285714285714,97,3918
주공5단지옆,노상 주차장,37.64802,127.07678,노원구 중계동 359-16,노원구,10.0,9.0,9.714285714285714,225,3918
주공6단지상가주변,노상 주차장,37.66727,127.07242,노원구 상계동 723-2,노원구,10.0,9.0,9.714285714285714,97,3918
주공7단지옆,노상 주차장,37.66727,127.07242,노원구 상계동 693-5,노원구,10.0,9.0,9.714285714285714,97,3918
주양쇼핑앞 노상주차장,노상 주차장,37.54841,127.15158,강동구 명일동 51-1,강동구,9.0,24.0,13.285714285714286,62,5653
주양쇼핑옆 노상주차장,노상 주차장,37.54841,127.15158,강동구 명일동 47-21,강동구,9.0,24.0,13.285714285714286,62,5653
중계4동 임시공영주차장,노외 주차장,37.64802,127.07678,노원구 중계동 606-2,노원구,9.0,8.0,8.714285714285714,225,3918
중계근린공원공영주차장,노외 주차장,37.64802,127.07678,노원구 중계동 507-0,노원구,11.0,12.0,11.285714285714286,225,3918
중곡3동공영주차장,노외 주차장,37.56286,127.08921,광진구 중곡동 195-1,광진구,24.0,24.0,24.0,29,2445
중곡시장주차장,노외 주차장,37.56286,127.08921,광진구 중곡동 221-6,광진구,10.0,10.0,10.0,29,2445
중곡초교,노외 주차장,37.58178,127.09034,중랑구 면목동 380-0,중랑구,24.0,24.0,24.0,105,3158
중구구민회관 부설,노외 주차장,37.56719,127.00646,중구 을지로6가 18-14,중구,24.0,24.0,24.0,126,2000
중구종합복지센터 공영주차장,노외 주차장,37.5651969,127.01322,중구 신당동 160-2,중구,12.0,8.0,10.857142857142858,100,2000
중림종합복지센터 부설주차장),노외 주차장,37.5567609,126.9663037,중구 중림동 155-1,중구,24.0,24.0,24.0,333,2000
중마루공원앞,노상 주차장,37.52125,126.91222,영등포구 영등포동2가 53-0,영등포구,10.0,6.0,8.857142857142858,54,4323
중마루공원앞 노상주차장,노상 주차장,37.52125,126.91222,영등포구 영등포동2가 222-0,영등포구,10.0,6.0,8.857142857142858,54,4323
중산공영주차장,노외 주차장,37.57002,127.05467,동대문구 답십리동 23-3,동대문구,10.0,10.0,10.0,193,3021
중앙로공영주차빌딩,노외 주차장,37.4798789,126.9939103,서초구 방배동 977-17,서초구,24.0,24.0,24.0,42,8665
중화1동공영주차장,노외 주차장,37.59755,127.07783,중랑구 중화동 29-2,중랑구,24.0,24.0,24.0,111,3158
진주아파트 옆 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 54-4,영등포구,10.0,6.0,8.857142857142858,262,4323
진흥로 공영주차장,노상 주차장,37.60134935,126.92020205,은평구 역촌동 41-8,은평구,9.0,24.0,13.285714285714286,43,3656
창1동 1공영주차장,노외 주차장,37.64643,127.04326,도봉구 창동 657-37,도봉구,9.0,9.0,9.0,38,2535
창2동 4공영주차장,노외 주차장,37.64643,127.04326,도봉구 창동 582-22,도봉구,9.0,9.0,9.0,38,2535
창2동4공영주차장,노외 주차장,37.64643,127.04326,도봉구 창동 582-22,도봉구,9.0,9.0,9.0,38,2535
창3동 1공영주차장,노외 주차장,37.64643,127.04326,도봉구 창동 504-21,도봉구,9.0,9.0,9.0,38,2535
창동역 구청별관주차장,노상 주차장,37.64643,127.04326,도봉구 창동 5-1,도봉구,10.0,10.0,10.0,38,2535
창동역(서) 공영주차장,노외 주차장,37.65237042,127.04567683,도봉구 창동 330-0,도봉구,24.0,24.0,24.0,209,2535
창신1동공영주차장(창일공영),노외 주차장,37.57595,127.01313,종로구 창신동 82-0,종로구,9.0,9.0,9.0,58,1896
창천중교 공영주차장,노외 주차장,37.553881,126.937312,마포구 노고산동 33-1,마포구,24.0,24.0,24.0,115,4083
천마 공영주차장,노외 주차장,37.49803,127.15167,송파구 마천동 1-5,송파구,24.0,24.0,24.0,41,7851
천마(건축물식),노외 주차장,37.49803,127.15167,송파구 마천동 1-5,송파구,24.0,24.0,24.0,41,7851
천왕역 공영주차장,노외 주차장,37.48728845,126.83918316,구로구 오류동 174-10,구로구,24.0,24.0,24.0,132,3621
천호1동 주차장,노외 주차장,37.54294,127.12733,강동구 천호동 87-26,강동구,24.0,24.0,24.0,97,5653
천호2동노외주차장,노외 주차장,37.54294,127.12733,강동구 천호동 457-7,강동구,11.0,11.0,11.0,97,5653
천호2동제2,노상 주차장,37.54294,127.12733,강동구 천호동 431-2,강동구,11.0,11.0,11.0,97,5653
천호3동 제2공영주차장,노외 주차장,37.54294,127.12733,강동구 천호동 174-1,강동구,24.0,24.0,24.0,97,5653
천호3동 주차장,노외 주차장,37.54294,127.12733,강동구 천호동 167-195,강동구,24.0,24.0,24.0,97,5653
천호3동제2 주차장,노외 주차장,37.54294,127.12733,강동구 천호동 174-1,강동구,24.0,24.0,24.0,97,5653
천호역 공영주차장,노외 주차장,37.53849749,127.12512853,강동구 천호동 455-0,강동구,24.0,24.0,24.0,161,5653
천호유수지 주차장,노외 주차장,37.54294,127.12733,강동구 천호동 329-0,강동구,24.0,24.0,24.0,97,5653
청계5가 공영주차장,노상 주차장,37.569558765,127.008434745,중구 을지로6가 17-442 0,중구,10.0,6.0,8.857142857142858,124,2000
