그룹,그룹2,그룹3,시군구_코드,시군구명,연료_코드,연료명,용도별_코드,용도별,승용,승합,화물,특수,계
0,0,0,11545,금천구,c,엘피지,1,사업용,1788,3,351,2,2144
0,0,0,11545,금천구,e,전기,2,비사업용,1498,3,287,3,1791
0,0,0,11545,금천구,e,전기,1,사업용,227,49,190,0,466
0,0,0,11545,금천구,n,하이브리드(LPG+전기),2,비사업용,19,0,0,0,19
0,0,0,11545,금천구,n,하이브리드(LPG+전기),1,사업용,9,0,0,0,9
0,0,0,11545,금천구,m,하이브리드(경유+전기),2,비사업용,152,0,0,0,152
0,0,0,11545,금천구,m,하이브리드(경유+전기),1,사업용,4,0,0,0,4
0,0,0,11545,금천구,l,하이브리드(휘발유+전기),2,비사업용,7978,18,64,0,8060
0,0,0,11545,금천구,l,하이브리드(휘발유+전기),1,사업용,160,1,1,0,162
0,0,0,11545,금천구,a,휘발유,2,비사업용,11214,9,72,1,11296
0,0,0,11545,금천구,a,휘발유,1,사업용,18,0,0,0,18
0,0,0,11545,금천구,h,휘발유(무연),2,비사업용,30069,15,48,0,30132
0,0,0,11545,금천구,h,휘발유(무연),1,사업용,533,0,0,0,533
0,0,0,11545,금천구,g,휘발유(유연),2,비사업용,32,0,0,0,32
0,0,0,11560,영등포구,j,CNG,2,비사업용,8,3,12,0,23
0,0,0,11560,영등포구,j,CNG,1,사업용,0,59,0,0,59
0,0,0,11560,영등포구,k,LNG,1,사업용,0,0,0,1,1
0,0,0,11560,영등포구,b,경유,2,비사업용,24660,2785,10511,420,38376
0,0,0,11560,영등포구,b,경유,1,사업용,103,93,3526,602,4324
0,0,0,11560,영등포구,z,기타연료,2,비사업용,3,48,217,29,297
0,0,0,11560,영등포구,z,기타연료,1,사업용,0,0,134,0,134
0,0,0,11560,영등포구,q,수소,2,비사업용,171,1,0,0,172
0,0,0,11560,영등포구,r,수소전기,2,비사업용,17,0,0,0,17
0,0,0,11560,영등포구,c,엘피지,2,비사업용,4349,367,1215,24,5955
0,0,0,11560,영등포구,c,엘피지,1,사업용,1908,29,419,40,2396
0,0,0,11560,영등포구,e,전기,2,비사업용,3256,6,446,6,3714
0,0,0,11560,영등포구,e,전기,1,사업용,316,18,275,0,609
0,0,0,11560,영등포구,n,하이브리드(LPG+전기),2,비사업용,35,0,0,0,35
0,0,0,11560,영등포구,n,하이브리드(LPG+전기),1,사업용,36,0,0,0,36
0,0,0,11560,영등포구,m,하이브리드(경유+전기),2,비사업용,266,0,0,0,266
0,0,0,11560,영등포구,m,하이브리드(경유+전기),1,사업용,12,0,0,0,12
0,0,0,11560,영등포구,l,하이브리드(휘발유+전기),2,비사업용,14444,23,39,1,14507
0,0,0,11560,영등포구,l,하이브리드(휘발유+전기),1,사업용,151,1,2,3,157
0,0,0,11560,영등포구,a,휘발유,2,비사업용,23922,21,104,0,24047
0,0,0,11560,영등포구,a,휘발유,1,사업용,67,0,1,0,68
0,0,0,11560,영등포구,h,휘발유(무연),2,비사업용,46266,28,62,1,46357
0,0,0,11560,영등포구,h,휘발유(무연),1,사업용,190,0,2,0,192
0,0,0,11560,영등포구,g,휘발유(유연),2,비사업용,51,0,0,0,51
0,0,0,11590,동작구,j,CNG,2,비사업용,2,2,5,0,9
0,0,0,11590,동작구,j,CNG,1,사업용,0,28,0,0,28
0,0,0,11590,동작구,b,경유,2,비사업용,19234,1612,5045,117,26008
0,0,0,11590,동작구,b,경유,1,사업용,69,86,806,172,1133
0,0,0,11590,동작구,z,기타연료,2,비사업용,1,32,87,29,149
0,0,0,11590,동작구,z,기타연료,1,사업용,0,0,5,0,5
0,0,0,11590,동작구,q,수소,2,비사업용,118,0,1,1,120
0,0,0,11590,동작구,r,수소전기,2,비사업용,8,0,0,0,8
0,0,0,11590,동작구,c,엘피지,2,비사업용,3834,297,801,22,4954
0,0,0,11590,동작구,c,엘피지,1,사업용,833,1,196,2,1032
0,0,0,11590,동작구,e,전기,2,비사업용,2415,3,183,2,2603
0,0,0,11590,동작구,e,전기,1,사업용,151,15,98,0,264
0,0,0,11590,동작구,n,하이브리드(LPG+전기),2,비사업용,26,0,0,0,26
0,0,0,11590,동작구,n,하이브리드(LPG+전기),1,사업용,2,0,0,0,2
0,0,0,11590,동작구,m,하이브리드(경유+전기),2,비사업용,185,0,0,0,185
0,0,0,11590,동작구,l,하이브리드(휘발유+전기),2,비사업용,11687,17,23,1,11728
0,0,0,11590,동작구,l,하이브리드(휘발유+전기),1,사업용,37,0,1,0,38
0,0,0,11590,동작구,a,휘발유,2,비사업용,19057,9,60,0,19126
0,0,0,11590,동작구,a,휘발유,1,사업용,12,0,0,0,12
0,0,0,11590,동작구,h,휘발유(무연),2,비사업용,37094,22,46,0,37162
0,0,0,11590,동작구,h,휘발유(무연),1,사업용,166,0,0,0,166
0,0,0,11590,동작구,g,휘발유(유연),2,비사업용,36,0,0,0,36
0,0,0,11620,관악구,j,CNG,2,비사업용,5,15,4,0,24
0,0,0,11620,관악구,j,CNG,1,사업용,0,178,0,0,178
0,0,0,11620,관악구,b,경유,2,비사업용,21518,2121,7132,177,30948
0,0,0,11620,관악구,b,경유,1,사업용,89,54,1478,164,1785
0,0,0,11620,관악구,z,기타연료,2,비사업용,0,27,135,29,191
0,0,0,11620,관악구,z,기타연료,1,사업용,0,0,8,0,8
0,0,0,11620,관악구,q,수소,2,비사업용,109,0,0,0,109
0,0,0,11620,관악구,r,수소전기,2,비사업용,11,0,0,0,11
0,0,0,11620,관악구,c,엘피지,2,비사업용,5179,386,946,5,6516
0,0,0,11620,관악구,c,엘피지,1,사업용,2140,7,471,2,2620
0,0,0,11620,관악구,e,전기,2,비사업용,1961,2,246,2,2211
0,0,0,11620,관악구,e,전기,1,사업용,424,109,261,0,794
0,0,0,11620,관악구,n,하이브리드(LPG+전기),2,비사업용,48,0,0,0,48
0,0,0,11620,관악구,n,하이브리드(LPG+전기),1,사업용,1,0,0,0,1
0,0,0,11620,관악구,m,하이브리드(경유+전기),2,비사업용,108,0,0,0,108
0,0,0,11620,관악구,l,하이브리드(휘발유+전기),2,비사업용,10440,17,36,1,10494
0,0,0,11620,관악구,l,하이브리드(휘발유+전기),1,사업용,121,7,1,0,129
0,0,0,11620,관악구,a,휘발유,2,비사업용,17733,14,81,0,17828
0,0,0,11620,관악구,a,휘발유,1,사업용,5,0,0,0,5
0,0,0,11620,관악구,h,휘발유(무연),2,비사업용,40930,28,48,0,41006
0,0,0,11620,관악구,h,휘발유(무연),1,사업용,294,2,0,0,296
0,0,0,11620,관악구,g,휘발유(유연),2,비사업용,47,0,0,0,47
0,0,0,11650,서초구,j,CNG,2,비사업용,7,8,16,0,31
0,0,0,11650,서초구,j,CNG,1,사업용,0,408,0,0,408
0,0,0,11650,서초구,b,경유,2,비사업용,28658,2229,8426,219,39532
0,0,0,11650,서초구,b,경유,1,사업용,281,145,3484,203,4113
0,0,0,11650,서초구,z,기타연료,2,비사업용,3,54,230,53,340
0,0,0,11650,서초구,z,기타연료,1,사업용,0,0,110,0,110
0,0,0,11650,서초구,q,수소,2,비사업용,195,4,0,0,199
0,0,0,11650,서초구,q,수소,1,사업용,1,0,0,0,1
0,0,0,11650,서초구,r,수소전기,2,비사업용,23,0,0,0,23
0,0,0,11650,서초구,c,엘피지,2,비사업용,3118,466,991,7,4582
0,0,0,11650,서초구,c,엘피지,1,사업용,958,3,237,30,1228
0,0,0,11650,서초구,e,전기,2,비사업용,7570,6,466,8,8050
0,0,0,11650,서초구,e,전기,1,사업용,319,76,220,0,615
0,0,0,11650,서초구,n,하이브리드(LPG+전기),2,비사업용,25,0,0,0,25
0,0,0,11650,서초구,m,하이브리드(경유+전기),2,비사업용,690,0,0,0,690
0,0,0,11650,서초구,m,하이브리드(경유+전기),1,사업용,36,0,0,0,36
0,0,0,11650,서초구,l,하이브리드(휘발유+전기),2,비사업용,23033,32,49,2,23116
0,0,0,11650,서초구,l,하이브리드(휘발유+전기),1,사업용,414,0,0,0,414
0,0,0,11650,서초구,a,휘발유,2,비사업용,42297,40,146,2,42485
0,0,0,11650,서초구,a,휘발유,1,사업용,333,1,1,0,335
0,0,0,11650,서초구,h,휘발유(무연),2,비사업용,51127,34,99,1,51261
0,0,0,11650,서초구,h,휘발유(무연),1,사업용,791,0,0,0,791
0,0,0,11650,서초구,g,휘발유(유연),2,비사업용,45,0,0,0,45
0,0,0,11680,강남구,j,CNG,2,비사업용,7,8,18,0,33
0,0,0,11680,강남구,j,CNG,1,사업용,0,167,0,0,167
0,0,0,11680,강남구,b,경유,2,비사업용,39948,2875,10931,306,54060
0,0,0,11680,강남구,b,경유,1,사업용,429,352,1690,141,2612
0,0,0,11680,강남구,z,기타연료,2,비사업용,11,79,350,81,521
0,0,0,11680,강남구,z,기타연료,1,사업용,0,0,158,0,158
0,0,0,11680,강남구,q,수소,2,비사업용,237,0,0,0,237
0,0,0,11680,강남구,q,수소,1,사업용,16,0,1,0,17
0,0,0,11680,강남구,r,수소전기,2,비사업용,23,0,0,0,23
0,0,0,11680,강남구,c,엘피지,2,비사업용,4302,654,1361,13,6330
0,0,0,11680,강남구,c,엘피지,1,사업용,2267,6,139,1,2413
0,0,0,11680,강남구,e,전기,2,비사업용,10028,15,592,4,10639
0,0,0,11680,강남구,e,전기,1,사업용,4666,13,150,0,4829
0,0,0,11680,강남구,n,하이브리드(LPG+전기),2,비사업용,34,0,0,0,34
0,0,0,11680,강남구,n,하이브리드(LPG+전기),1,사업용,2,0,0,0,2
0,0,0,11680,강남구,m,하이브리드(경유+전기),2,비사업용,991,0,0,0,991
0,0,0,11680,강남구,m,하이브리드(경유+전기),1,사업용,30,0,0,0,30
0,0,0,11680,강남구,l,하이브리드(휘발유+전기),2,비사업용,30712,51,93,0,30856
0,0,0,11680,강남구,l,하이브리드(휘발유+전기),1,사업용,1141,0,0,0,1141
0,0,0,11680,강남구,a,휘발유,2,비사업용,62169,54,218,3,62444
0,0,0,11680,강남구,a,휘발유,1,사업용,325,0,0,0,325
0,0,0,11680,강남구,h,휘발유(무연),2,비사업용,70050,42,157,0,70249
0,0,0,11680,강남구,h,휘발유(무연),1,사업용,2779,0,0,0,2779
0,0,0,11680,강남구,g,휘발유(유연),2,비사업용,75,0,0,0,75
0,0,0,11710,송파구,j,CNG,2,비사업용,7,7,15,0,29
0,0,0,11710,송파구,j,CNG,1,사업용,1,656,0,0,657
0,0,0,11710,송파구,b,경유,2,비사업용,41909,2850,13627,311,58697
0,0,0,11710,송파구,b,경유,1,사업용,629,596,3913,359,5497
0,0,0,11710,송파구,z,기타연료,2,비사업용,1,114,293,99,507
0,0,0,11710,송파구,z,기타연료,1,사업용,0,0,125,0,125
0,0,0,11710,송파구,q,수소,2,비사업용,219,0,0,0,219
0,0,0,11710,송파구,q,수소,1,사업용,2,7,0,0,9
0,0,0,11710,송파구,r,수소전기,2,비사업용,21,1,0,0,22
0,0,0,11710,송파구,r,수소전기,1,사업용,0,12,0,0,12
0,0,0,11710,송파구,c,엘피지,2,비사업용,6882,639,1834,16,9371
0,0,0,11710,송파구,c,엘피지,1,사업용,4421,152,620,4,5197
0,0,0,11710,송파구,e,전기,2,비사업용,6253,13,481,11,6758
0,0,0,11710,송파구,e,전기,1,사업용,695,134,264,0,1093
0,0,0,11710,송파구,n,하이브리드(LPG+전기),2,비사업용,60,0,0,0,60
0,0,0,11710,송파구,n,하이브리드(LPG+전기),1,사업용,63,0,0,0,63
0,0,0,11710,송파구,m,하이브리드(경유+전기),2,비사업용,702,0,0,0,702
0,0,0,11710,송파구,m,하이브리드(경유+전기),1,사업용,14,0,0,0,14
0,0,0,11710,송파구,l,하이브리드(휘발유+전기),2,비사업용,27513,33,67,2,27615
0,0,0,11710,송파구,l,하이브리드(휘발유+전기),1,사업용,271,3,1,0,275
0,0,0,11710,송파구,a,휘발유,2,비사업용,46239,25,187,3,46454
0,0,0,11710,송파구,a,휘발유,1,사업용,232,1,0,0,233
0,0,0,11710,송파구,h,휘발유(무연),2,비사업용,77820,33,100,0,77953
0,0,0,11710,송파구,h,휘발유(무연),1,사업용,1370,0,0,0,1370
0,0,0,11710,송파구,g,휘발유(유연),2,비사업용,60,0,0,0,60
0,0,0,11740,강동구,j,CNG,2,비사업용,9,1,14,0,24
0,0,0,11740,강동구,j,CNG,1,사업용,0,109,0,0,109
0,0,0,11740,강동구,b,경유,2,비사업용,30596,2353,9808,205,42962
0,0,0,11740,강동구,b,경유,1,사업용,110,226,1886,200,2422
0,0,0,11740,강동구,z,기타연료,2,비사업용,2,71,255,53,381
0,0,0,11740,강동구,z,기타연료,1,사업용,0,0,17,0,17
0,0,0,11740,강동구,q,수소,2,비사업용,250,0,0,0,250
0,0,0,11740,강동구,q,수소,1,사업용,3,0,0,0,3
0,0,0,11740,강동구,r,수소전기,2,비사업용,15,0,0,0,15
0,0,0,11740,강동구,c,엘피지,2,비사업용,6646,554,1295,15,8510
0,0,0,11740,강동구,c,엘피지,1,사업용,3574,177,451,0,4202
0,0,0,11740,강동구,e,전기,2,비사업용,4253,12,377,4,4646
0,0,0,11740,강동구,e,전기,1,사업용,687,94,226,0,1007
0,0,0,11740,강동구,n,하이브리드(LPG+전기),2,비사업용,44,0,0,0,44
0,0,0,11740,강동구,n,하이브리드(LPG+전기),1,사업용,9,0,0,0,9
0,0,0,11740,강동구,m,하이브리드(경유+전기),2,비사업용,340,0,0,0,340
0,0,0,11740,강동구,m,하이브리드(경유+전기),1,사업용,5,0,0,0,5
0,0,0,11740,강동구,l,하이브리드(휘발유+전기),2,비사업용,18631,22,46,1,18700
0,0,0,11740,강동구,l,하이브리드(휘발유+전기),1,사업용,183,1,3,0,187
0,0,0,11740,강동구,a,휘발유,2,비사업용,28030,16,118,0,28164
0,0,0,11740,강동구,a,휘발유,1,사업용,35,0,0,0,35
0,0,0,11740,강동구,h,휘발유(무연),2,비사업용,56657,17,62,1,56737
0,0,0,11740,강동구,h,휘발유(무연),1,사업용,358,0,0,0,358
0,0,0,11740,강동구,g,휘발유(유연),2,비사업용,43,0,0,0,43
