연도,자치구명,행정동명,행정동코드,월,전력사용량,평균생활인구,전력효율지표
2023,동작구,신대방제1동,11590670,6,8228.768,18704.880828333335,0.43992624574947425
2023,동작구,신대방제1동,11590670,7,9326.98,18655.65230873656,0.4999546435388976
2023,동작구,신대방제1동,11590670,8,10705.211,18558.678481451614,0.5768304575511275
2023,동작구,신대방제1동,11590670,9,9892.12,17424.136808472223,0.5677251107894256
2023,동작구,신대방제1동,11590670,10,8162.45,17750.753160215052,0.45983682643362894
2023,동작구,신대방제1동,11590670,11,7971.861,18047.429838055556,0.4417172456983434
2023,동작구,신대방제1동,11590670,12,8750.061,18459.77574892473,0.4740068958047708
2024,동작구,신대방제1동,11590670,1,9521.697,17971.481480510753,0.5298225975596861
2024,동작구,신대방제1동,11590670,2,9019.136,18528.682911063217,0.48676616914928156
2024,동작구,신대방제1동,11590670,3,8438.916,19342.16379247312,0.436296377723983
2024,동작구,신대방제1동,11590670,4,8150.848,19406.59953486111,0.42000392626014654
2024,동작구,신대방제1동,11590670,5,7872.332,19291.64091532258,0.40806959006516247
2024,동작구,신대방제1동,11590670,6,8354.822,19348.337014027777,0.43181085764335475
2024,동작구,신대방제1동,11590670,7,9437.303,19262.728104435482,0.4899255675953264
2024,동작구,신대방제1동,11590670,8,11148.737,19059.115289650537,0.5849556409396388
2024,동작구,신대방제1동,11590670,9,10920.072,18957.191734166667,0.5760384846621921
2024,동작구,신대방제1동,11590670,10,8891.406,18813.20385954301,0.47261519443376626
2024,동작구,신대방제1동,11590670,11,8095.509,18867.24867236111,0.4290773467071127
2024,동작구,신대방제1동,11590670,12,8941.694,19044.426225,0.4695176370429086
2023,동작구,신대방제2동,11590680,1,11174.763,25139.841549865592,0.44450411422977903
2023,동작구,신대방제2동,11590680,2,10376.167,25704.91432797619,0.4036647182561118
2023,동작구,신대방제2동,11590680,3,8849.929,24783.893016801074,0.3570838929138617
2023,동작구,신대방제2동,11590680,4,8615.519,23934.28130513889,0.35996564468180525
2023,동작구,신대방제2동,11590680,5,8727.421,23543.74573037634,0.37068957080774995
2023,동작구,신대방제2동,11590680,6,10009.297,23787.39079375,0.42078162698827337
2023,동작구,신대방제2동,11590680,7,11849.747,23595.990468548385,0.5021932440511361
2023,동작구,신대방제2동,11590680,8,13728.79,23438.011396774196,0.5857489258619233
2023,동작구,신대방제2동,11590680,9,11764.681,23399.35697652778,0.5027779614542962
2023,동작구,신대방제2동,11590680,10,8920.687,23050.804552822578,0.3870011122413365
2023,동작구,신대방제2동,11590680,11,8942.387,23378.958660555552,0.382497233081959
2023,동작구,신대방제2동,11590680,12,9944.947,23410.550381989247,0.42480620223482995
2024,동작구,신대방제2동,11590680,1,10865.031,23588.585736962366,0.4606054437157262
2024,동작구,신대방제2동,11590680,2,10044.531,23066.36291077586,0.43546228067484016
2024,동작구,신대방제2동,11590680,3,9077.336,23548.416097580644,0.38547543759992425
2024,동작구,신대방제2동,11590680,4,8574.597,23699.103790555557,0.3618110235635621
2024,동작구,신대방제2동,11590680,5,8491.371,23823.37901451613,0.356430168651811
2024,동작구,신대방제2동,11590680,6,9758.807,23873.557830555557,0.40877053471727576
2024,동작구,신대방제2동,11590680,7,11666.38,24195.468959005375,0.482172096757722
2024,동작구,신대방제2동,11590680,8,13916.788,24086.253794354838,0.5777896437868523
2024,동작구,신대방제2동,11590680,9,12712.657,23162.21723847222,0.5488531978227196
2024,동작구,신대방제2동,11590680,10,9398.894,23612.64967392473,0.3980448670434105
2024,동작구,신대방제2동,11590680,11,8651.269,23665.588638055557,0.36556322905437
2024,동작구,신대방제2동,11590680,12,9731.585,23604.014006854843,0.4122851730715737
2023,관악구,보라매동,11620525,1,10416.282,16850.926359946236,0.6181429897384724
2023,관악구,보라매동,11620525,2,9732.781,17006.900557738096,0.5722842305661399
2023,관악구,보라매동,11620525,3,9599.431,16659.243902150538,0.5762224898310548
2023,관악구,보라매동,11620525,4,9506.243,17427.371313333333,0.5454777332211292
2023,관악구,보라매동,11620525,5,9729.393,17722.15210672043,0.5489961344091223
2023,관악구,보라매동,11620525,6,10236.821,17632.477319305555,0.5805662366451393
2023,관악구,보라매동,11620525,7,11511.474,17636.54355685484,0.652705784605159
2023,관악구,보라매동,11620525,8,12736.93,17321.61286747312,0.735320093887889
2023,관악구,보라매동,11620525,9,11612.003,17481.592190694446,0.664241727717521
2023,관악구,보라매동,11620525,10,9831.132,17398.33656895161,0.5650616058057097
2023,관악구,보라매동,11620525,11,9325.253,17563.2594925,0.5309522986881873
2023,관악구,보라매동,11620525,12,9901.535,18062.33937795699,0.5481867433010192
2024,관악구,보라매동,11620525,1,10267.084,18158.444449193546,0.5654164941675928
2024,관악구,보라매동,11620525,2,9764.756,18457.963535919538,0.5290267250229205
2024,관악구,보라매동,11620525,3,9546.127,17351.71068857527,0.5501548044070013
2024,관악구,보라매동,11620525,4,9347.053,16198.792674166667,0.5770215835224801
2024,관악구,보라매동,11620525,5,9501.139,15482.37263938172,0.6136746105588776
2024,관악구,보라매동,11620525,6,10077.409,15505.337039166665,0.6499316315759113
2024,관악구,보라매동,11620525,7,11498.604,15651.201422580645,0.7346786799006038
2024,관악구,보라매동,11620525,8,13189.269,15845.779838037635,0.8323521552621407
2024,관악구,보라매동,11620525,9,12435.017,15785.764573611112,0.7877361240257872
2024,관악구,보라매동,11620525,10,10165.236,15851.238564919355,0.6412896984906187
2024,관악구,보라매동,11620525,11,9174.463,16153.441180694444,0.5679571861731065
2024,관악구,보라매동,11620525,12,9661.157,16381.280434139784,0.5897681221466329
2023,관악구,청림동,11620545,1,3264.146,11621.454983467742,0.2808724040701836
2023,관악구,청림동,11620545,2,3171.37,11448.824740922619,0.27700397829169937
2023,관악구,청림동,11620545,3,2630.262,11215.280116935483,0.2345248600637454
2023,관악구,청림동,11620545,4,2673.777,11078.96431888889,0.24133817232729868
2023,관악구,청림동,11620545,5,2562.794,11029.58006061828,0.23235644384599885
2023,관악구,청림동,11620545,6,2843.371,11056.144835000001,0.2571756287959301
2023,관악구,청림동,11620545,7,3379.147,11007.632245698926,0.3069821851398018
2023,관악구,청림동,11620545,8,4211.659,10994.475171908602,0.38307049078258737
2023,관악구,청림동,11620545,9,3722.368,11024.49715611111,0.33764515036739007
2023,관악구,청림동,11620545,10,2900.075,11007.88808373656,0.263454259158455
2023,관악구,청림동,11620545,11,2774.176,10976.976230972223,0.25272679302816464
2023,관악구,청림동,11620545,12,2962.846,11239.031146774194,0.2636211219016321
2024,관악구,청림동,11620545,1,3218.757,11155.374299462364,0.2885386822166181
2024,관악구,청림동,11620545,2,3195.628,10975.842182614942,0.2911510521772696
2024,관악구,청림동,11620545,3,2777.957,10938.499829569893,0.2539614246270213
2024,관악구,청림동,11620545,4,2777.786,10843.112068194445,0.25617977408422626
2024,관악구,청림동,11620545,5,2589.552,10765.177136962366,0.24054894471812657
2024,관악구,청림동,11620545,6,2897.72,11385.468661944444,0.25451038389711034
2024,관악구,청림동,11620545,7,3437.564,11282.59894986559,0.3046783826381555
2024,관악구,청림동,11620545,8,4420.924,10927.218636021506,0.40457907426016465
2024,관악구,청림동,11620545,9,4235.748,10796.396459583333,0.3923297940990461
2024,관악구,청림동,11620545,10,3185.326,10632.923437768817,0.2995719868240112
2024,관악구,청림동,11620545,11,2776.166,10654.654481805555,0.260558989007173
2024,관악구,청림동,11620545,12,2939.924,10809.896949731183,0.27196595986727784
2023,관악구,성현동,11620565,1,4982.739,23169.64804610215,0.2150545830513058
2023,관악구,성현동,11620565,2,4802.323,22845.73294955357,0.2102065628887535
2023,관악구,성현동,11620565,3,3944.251,22234.85470981183,0.17739045527738373
2023,관악구,성현동,11620565,4,4071.2,21731.808514305558,0.18733829710122935
2023,관악구,성현동,11620565,5,3893.287,21383.2925875,0.1820714459229676
2023,관악구,성현동,11620565,6,4229.063,21244.606673055558,0.1990652528937475
2023,관악구,성현동,11620565,7,4972.933,21113.723544623655,0.23553083801110464
2023,관악구,성현동,11620565,8,6039.581,20972.809559005374,0.28797195640422457
2023,관악구,성현동,11620565,9,4937.206,21549.1002525,0.22911425266710217
2023,관악구,성현동,11620565,10,3928.456,21283.19869731183,0.18458014962272484
2023,관악구,성현동,11620565,11,4164.376,21760.559269583333,0.19137265492164618
2023,관악구,성현동,11620565,12,4564.17,22419.77133965054,0.20357790143595383
2024,관악구,성현동,11620565,1,4852.551,21999.925107123654,0.22057125087342808
2024,관악구,성현동,11620565,2,4688.132,21760.5862420977,0.2154414383804794
2024,관악구,성현동,11620565,3,4141.984,20908.020847446238,0.19810502534992036
2024,관악구,성현동,11620565,4,4083.454,20044.33276013889,0.20372112401369383
2024,관악구,성현동,11620565,5,3823.401,19965.519179435483,0.19150020420896988
2024,관악구,성현동,11620565,6,4309.116,20072.78010625,0.21467459799742855
2024,관악구,성현동,11620565,7,4944.135,19856.158254973117,0.24899756219266161
2024,관악구,성현동,11620565,8,6601.503,19807.373998790325,0.33328511898665447
2024,관악구,성현동,11620565,9,5711.727,19645.48659375,0.29073990978758063
2024,관악구,성현동,11620565,10,4078.828,19496.380753763442,0.2092094964452647
2024,관악구,성현동,11620565,11,4064.526,19572.550766527776,0.20766460378536844
2024,관악구,성현동,11620565,12,4473.942,19718.579506586022,0.22688967014615327
2023,관악구,행운동,11620575,1,7235.898,22792.66763615591,0.3174660428304463
2023,관악구,행운동,11620575,2,6869.29,23205.617257291666,0.2960184132935112
2023,관악구,행운동,11620575,3,5600.359,23462.603433198925,0.23869299142121841
2023,관악구,행운동,11620575,4,5479.434,23195.962417361112,0.23622361087716265
2023,관악구,행운동,11620575,5,5127.565,22789.278461021506,0.22499900594791195
2023,관악구,행운동,11620575,6,5724.995,23025.716458749997,0.2486348257721399
2023,관악구,행운동,11620575,7,6842.77,22805.79937540323,0.30004517216704724
2023,관악구,행운동,11620575,8,8336.31,22477.60745685484,0.3708717672021509
2023,관악구,행운동,11620575,9,7503.093,22488.55943013889,0.3336404460814172
2023,관악구,행운동,11620575,10,5635.551,22757.47293333333,0.2476351841221129
2023,관악구,행운동,11620575,11,5483.086,23248.366990416667,0.23584822117872675
2023,관악구,행운동,11620575,12,6228.649,23950.316072849462,0.26006541964015734
2024,관악구,행운동,11620575,1,6930.044,24361.864194623657,0.28446279581220923
2024,관악구,행운동,11620575,2,6715.693,24078.41578060345,0.27890925471142824
2024,관악구,행운동,11620575,3,5795.238,24399.37750040323,0.23751581366796046
2024,관악구,행운동,11620575,4,5529.41,23396.93427583333,0.2363305352236392
2024,관악구,행운동,11620575,5,5104.234,23420.736647311827,0.21793652679946135
2024,관악구,행운동,11620575,6,5727.788,23559.84034097222,0.24311658810518225
2024,관악구,행운동,11620575,7,6817.345,23297.19988239247,0.2926250808858967
2024,관악구,행운동,11620575,8,8719.791,23660.515647715052,0.36853765699067037
2024,관악구,행운동,11620575,9,8395.498,23006.188752916667,0.36492345995099423
2024,관악구,행운동,11620575,10,6146.458,23392.33285,0.2627552386251207
2024,관악구,행운동,11620575,11,5463.204,23407.674123055556,0.23339371401360112
2024,관악구,행운동,11620575,12,6089.045,23364.706352822584,0.2606086679648944
2023,관악구,낙성대동,11620585,1,8243.79,22885.756401209677,0.36021488018478853
2023,관악구,낙성대동,11620585,2,7735.5,23516.267500297618,0.3289425075600157
2023,관악구,낙성대동,11620585,3,6203.838,25694.358285349463,0.2414474777343373
2023,관악구,낙성대동,11620585,4,6017.033,25340.706322222224,0.23744535465940966
2023,관악구,낙성대동,11620585,5,5823.079,24962.77138857527,0.23327053352197313
2023,관악구,낙성대동,11620585,6,6802.627,24967.78373861111,0.27245618078148304
2023,관악구,낙성대동,11620585,7,8032.973,23702.41610456989,0.3389094581987033
2023,관악구,낙성대동,11620585,8,9499.957,22823.369425,0.4162381470982127
2023,관악구,낙성대동,11620585,9,8593.494,23752.70027277778,0.3617901923281006
2023,관악구,낙성대동,11620585,10,6324.569,24095.033212096776,0.2624843445671113
2023,관악구,낙성대동,11620585,11,6180.311,24332.0828,0.25399843699364694
2023,관악구,낙성대동,11620585,12,7051.588,24186.95860147849,0.29154504773365564
2024,관악구,낙성대동,11620585,1,7957.304,22514.275283064515,0.3534337170508691
2024,관악구,낙성대동,11620585,2,7599.561,21404.59530675287,0.3550434330147058
2024,관악구,낙성대동,11620585,3,6593.096,24800.045538978495,0.26585015699417003
2024,관악구,낙성대동,11620585,4,6228.184,24545.36672305556,0.2537417375047749
2024,관악구,낙성대동,11620585,5,5854.21,24745.477082258065,0.23657697043138978
2024,관악구,낙성대동,11620585,6,6838.31,24439.237775833335,0.27980864471812794
2024,관악구,낙성대동,11620585,7,8221.562,23377.99621733871,0.351679499113886
2024,관악구,낙성대동,11620585,8,9963.28,22706.547224596772,0.43878445725148907
2024,관악구,낙성대동,11620585,9,9569.212,23467.69312972222,0.4077610844450848
2024,관악구,낙성대동,11620585,10,7315.959,24644.20894717742,0.29686321097508467
2024,관악구,낙성대동,11620585,11,6558.228,24636.57921375,0.2661988071923462
2024,관악구,낙성대동,11620585,12,7498.256,24273.06113158602,0.30891266492311836
2023,관악구,청룡동,11620595,1,11464.427,37354.75167365591,0.30690679194329057
2023,관악구,청룡동,11620595,2,10843.958,38725.31915639881,0.28002243070495625
2023,관악구,청룡동,11620595,3,8911.268,38784.72998481183,0.2297622802450776
2023,관악구,청룡동,11620595,4,8641.188,38462.615435,0.22466459709697068
2023,관악구,청룡동,11620595,5,8149.03,38395.19519032258,0.21224087961021604
2023,관악구,청룡동,11620595,6,9195.532,39361.34115180555,0.2336183608311372
