행정동코드,연도,월,시간대구분,총생활인구수,월별총인구,시간대비율
11290705,2023,1,17,1097932.5607,28387237.2205,0.03867697839602094
11290705,2023,1,18,1113937.7591,28387237.2205,0.039240795095605976
11290705,2023,1,19,1142006.3347,28387237.2205,0.04022956957133165
11290705,2023,1,20,1172013.5443,28387237.2205,0.04128663649781402
11290705,2023,1,21,1198585.4744,28387237.2205,0.04222268849518173
11290705,2023,1,22,1230322.3296,28387237.2205,0.043340685817481246
11290705,2023,1,23,1268502.135,28387237.2205,0.044685649580718766
11290705,2023,12,0,1322288.8052,29042390.6784,0.045529612897310126
11290705,2023,12,1,1336203.7656,29042390.6784,0.04600873875695739
11290705,2023,12,2,1348730.3089,29042390.6784,0.04644005804601704
11290705,2023,12,3,1358040.6519,29042390.6784,0.04676063575269063
11290705,2023,12,4,1365136.1815,29042390.6784,0.0470049520584167
11290705,2023,12,5,1362249.839,29042390.6784,0.04690556828068428
11290705,2023,12,6,1345993.0802,29042390.6784,0.046345808618333525
11290705,2023,12,7,1300795.1573,29042390.6784,0.044789534432764656
11290705,2023,12,8,1226339.2099,29042390.6784,0.042225835451352084
11290705,2023,12,9,1170329.3759,29042390.6784,0.040297280924962604
11290705,2023,12,10,1134817.7638,29042390.6784,0.03907452992993479
11290705,2023,12,11,1108075.4236,29042390.6784,0.038153726250371
11290705,2023,12,12,1088004.2515,29042390.6784,0.037462627080118195
11290705,2023,12,13,1068418.2935,29042390.6784,0.03678823500899414
11290705,2023,12,14,1066505.806,29042390.6784,0.03672238342256044
11290705,2023,12,15,1074226.3876,29042390.6784,0.036988221785713586
11290705,2023,12,16,1090929.0942,29042390.6784,0.03756333651318065
11290705,2023,12,17,1101024.1056,29042390.6784,0.03791093225733914
11290705,2023,12,18,1118655.1628,29042390.6784,0.03851801234916894
11290705,2023,12,19,1142751.2597,29042390.6784,0.039347699449202383
11290705,2023,12,20,1172331.27,29042390.6784,0.040366210997633545
11290705,2023,12,21,1202960.5966,29042390.6784,0.04142085305307495
11290705,2023,12,22,1238696.2012,29042390.6784,0.04265131665353116
11290705,2023,12,23,1298888.6869,29042390.6784,0.044723890029688095
11290715,2023,1,0,763798.3591,17399556.2803,0.04389757685745023
11290715,2023,1,1,770603.5700000001,17399556.2803,0.04428869090601393
11290715,2023,1,2,773332.0634,17399556.2803,0.0444455048704648
11290715,2023,1,3,773390.7709,17399556.2803,0.044448878950760544
11290715,2023,1,4,769517.0368,17399556.2803,0.04422624487678787
11290715,2023,1,5,767793.0265,17399556.2803,0.044127161298320304
11290715,2023,1,6,760032.8243,17399556.2803,0.04368116129263129
11290715,2023,1,7,735731.7894,17399556.2803,0.042284514475406765
11290715,2023,1,8,717169.9159,17399556.2803,0.041217712931679126
11290715,2023,1,9,701558.469,17399556.2803,0.04032048045928122
11290715,2023,1,10,691300.0184,17399556.2803,0.03973089929785731
11290715,2023,1,11,683701.2668,17399556.2803,0.039294178298908425
11290715,2023,1,12,671259.2826,17399556.2803,0.038579103500473076
11290715,2023,1,13,673332.2702,17399556.2803,0.03869824375707531
11290715,2023,1,14,674130.0091,17399556.2803,0.03874409198947554
11290715,2023,1,15,676184.1748,17399556.2803,0.03886215050010123
11290715,2023,1,16,682361.5121,17399556.2803,0.039217178938785846
11290715,2023,1,17,686940.7368,17399556.2803,0.03948035948352103
11290715,2023,1,18,694888.3381,17399556.2803,0.03993712982708424
11290715,2023,1,19,713897.168,17399556.2803,0.04102961917530526
11290715,2023,1,20,733350.0456,17399556.2803,0.04214762915708996
11290715,2023,1,21,754001.4585000001,17399556.2803,0.04333452223455205
11290715,2023,1,22,775902.234,17399556.2803,0.04459321959138041
11290715,2023,1,23,755379.94,17399556.2803,0.043413747329594306
11290715,2023,12,0,838412.1101,19440785.6025,0.04312645215284839
11290715,2023,12,1,849570.0629,19440785.6025,0.04370039772419223
11290715,2023,12,2,855287.5734,19440785.6025,0.04399449646160461
11290715,2023,12,3,859186.1968,19440785.6025,0.044195034828711476
11290715,2023,12,4,861921.0493,19440785.6025,0.04433571085672385
11290715,2023,12,5,861087.178,19440785.6025,0.044292817975898464
11290715,2023,12,6,848162.1807,19440785.6025,0.04362797872689518
11290715,2023,12,7,813624.1061,19440785.6025,0.04185140059336756
11290715,2023,12,8,793157.0369,19440785.6025,0.040798610360581494
11290715,2023,12,9,780962.0322,19440785.6025,0.04017132065380999
11290715,2023,12,10,779489.826,19440785.6025,0.04009559294248691
11290715,2023,12,11,770684.4594,19440785.6025,0.039642660289453194
11290715,2023,12,12,763964.3959,19440785.6025,0.03929699197967378
11290715,2023,12,13,760436.8619,19440785.6025,0.03911554180208701
11290715,2023,12,14,760579.8992,19440785.6025,0.03912289939055718
11290715,2023,12,15,763250.8097,19440785.6025,0.03926028635395523
11290715,2023,12,16,766669.9919,19440785.6025,0.039436163104510015
11290715,2023,12,17,765144.0845,19440785.6025,0.039357673097408466
11290715,2023,12,18,773068.772,19440785.6025,0.03976530515827441
11290715,2023,12,19,793875.9452,19440785.6025,0.040835589745813104
11290715,2023,12,20,819096.3694,19440785.6025,0.04213288424386861
11290715,2023,12,21,851315.1568,19440785.6025,0.04379016230138995
11290715,2023,12,22,881590.1917,19440785.6025,0.04534745713088011
11290715,2023,12,23,830249.3125,19440785.6025,0.042706572125008856
11290725,2023,1,0,722514.0711,17399735.7558,0.04152442779823011
11290725,2023,1,1,718527.4765999999,17399735.7558,0.041295309692303064
11290725,2023,1,2,718519.9107,17399735.7558,0.041294874863860485
11290725,2023,1,3,720495.4102,17399735.7558,0.04140841104209477
11290725,2023,1,4,722830.5059,17399735.7558,0.041542613982459634
11290725,2023,1,5,721902.9882,17399735.7558,0.04148930755798185
11290725,2023,1,6,715346.5598,17399735.7558,0.04111249560566157
11290725,2023,1,7,718670.5359,17399735.7558,0.04130353161601546
11290725,2023,1,8,715986.1089999999,17399735.7558,0.04114925186500802
11290725,2023,1,9,712880.4802999999,17399735.7558,0.04097076474637665
11290725,2023,1,10,713943.9720000001,17399735.7558,0.04103188588723338
11290725,2023,1,11,712590.5108,17399735.7558,0.04095409957949886
11290725,2023,1,12,716360.0601,17399735.7558,0.0411707436339204
11290725,2023,1,13,715025.9648,17399735.7558,0.041094070325847006
11290725,2023,1,14,711261.324,17399735.7558,0.040877708373410745
11290725,2023,1,15,715662.4237,17399735.7558,0.04113064897904799
11290725,2023,1,16,722926.5933,17399735.7558,0.041548136330692306
11290725,2023,1,17,733045.2929,17399735.7558,0.042129679622039534
11290725,2023,1,18,747576.4733,17399735.7558,0.0429648176151643
11290725,2023,1,19,753918.3023,17399735.7558,0.04332929608133215
11290725,2023,1,20,751216.7762,17399735.7558,0.0431740336027569
11290725,2023,1,21,748101.4316,17399735.7558,0.04299498809058804
11290725,2023,1,22,747401.0234,17399735.7558,0.04295473413444583
11290725,2023,1,23,723031.5597,17399735.7558,0.04155416897403087
11290725,2023,12,0,680122.1645,16397594.3576,0.041476947756350316
11290725,2023,12,1,683876.6685,16397594.3576,0.04170591451318803
11290725,2023,12,2,688180.1095,16397594.3576,0.04196835794886221
11290725,2023,12,3,690937.645,16397594.3576,0.0421365250250725
11290725,2023,12,4,698472.5484,16397594.3576,0.04259603775820141
11290725,2023,12,5,700852.051,16397594.3576,0.04274115066611385
11290725,2023,12,6,693699.6645,16397594.3576,0.042304965556028785
11290725,2023,12,7,694882.0799,16397594.3576,0.04237707463338573
11290725,2023,12,8,677847.33,16397594.3576,0.04133821798597119
11290725,2023,12,9,665748.5307,16397594.3576,0.040600378090914116
11290725,2023,12,10,666934.93,16397594.3576,0.040672730124640954
11290725,2023,12,11,664077.9861,16397594.3576,0.040498500671362896
11290725,2023,12,12,669362.1979,16397594.3576,0.04082075597813299
11290725,2023,12,13,666503.5065,16397594.3576,0.04064641995434454
11290725,2023,12,14,667769.3698,16397594.3576,0.04072361806477427
11290725,2023,12,15,669401.5096,16397594.3576,0.04082315338467585
11290725,2023,12,16,676278.0108,16397594.3576,0.04124251375242472
11290725,2023,12,17,682515.3564,16397594.3576,0.04162289550013573
11290725,2023,12,18,694066.6006,16397594.3576,0.042327342990913314
11290725,2023,12,19,700165.6879,16397594.3576,0.042699293117681336
11290725,2023,12,20,699754.7618,16397594.3576,0.04267423297220887
11290725,2023,12,21,694076.3961,16397594.3576,0.04232794036512482
11290725,2023,12,22,695673.1298,16397594.3576,0.042425316459762746
11290725,2023,12,23,676396.1223,16397594.3576,0.041249716729728846
11290760,2023,1,0,749037.5157,15888601.0229,0.04714307537966518
11290760,2023,1,1,756824.4839,15888601.0229,0.04763317316667467
11290760,2023,1,2,760641.8735,15888601.0229,0.04787343280907478
11290760,2023,1,3,763333.5041,15888601.0229,0.04804283920276046
11290760,2023,1,4,761076.5226,15888601.0229,0.04790078884245831
11290760,2023,1,5,753268.5016,15888601.0229,0.04740936603004415
11290760,2023,1,6,738243.7285,15888601.0229,0.04646373380739943
11290760,2023,1,7,706212.0538999999,15888601.0229,0.04444771776207025
11290760,2023,1,8,663453.1278,15888601.0229,0.04175654778188306
11290760,2023,1,9,626415.5998,15888601.0229,0.03942547231799431
11290760,2023,1,10,600610.0132,15888601.0229,0.03780131506445092
11290760,2023,1,11,583509.4286,15888601.0229,0.036725034995780725
11290760,2023,1,12,571769.4383,15888601.0229,0.035986141100523415
11290760,2023,1,13,563509.7849,15888601.0229,0.035466293356339045
11290760,2023,1,14,553470.224,15888601.0229,0.034834421432213686
11290760,2023,1,15,555627.6538,15888601.0229,0.03497020618739071
11290760,2023,1,16,562300.523,15888601.0229,0.03539018458513527
11290760,2023,1,17,573873.0153,15888601.0229,0.03611853645723028
11290760,2023,1,18,607152.0412,15888601.0229,0.03821305855216082
11290760,2023,1,19,638582.8277,15888601.0229,0.040191255780142016
11290760,2023,1,20,665469.4858,15888601.0229,0.04188345373144363
11290760,2023,1,21,687141.3621,15888601.0229,0.04324744268608882
11290760,2023,1,22,706863.4225,15888601.0229,0.044488713731385694
11290760,2023,1,23,740214.8911,15888601.0229,0.04658779523969036
11290760,2023,12,0,765023.9931,16417970.013,0.04659674688735832
11290760,2023,12,1,771712.1359,16417970.013,0.04700411410722193
11290760,2023,12,2,776742.2836,16417970.013,0.04731049471919875
11290760,2023,12,3,779872.8133,16417970.013,0.04750117174550111
11290760,2023,12,4,774764.0625,16417970.013,0.04719000350753046
11290760,2023,12,5,765783.8805,16417970.013,0.04664303077016468
11290760,2023,12,6,750372.1062,16417970.013,0.04570431701396969
11290760,2023,12,7,719305.4481,16417970.013,0.043812081976665994
11290760,2023,12,8,677395.7488000001,16417970.013,0.041259409553289945
11290760,2023,12,9,643870.9237,16417970.013,0.03921745034192249
11290760,2023,12,10,624175.5316,16417970.013,0.03801782626632697
11290760,2023,12,11,608583.5604,16417970.013,0.03706813692058849
11290760,2023,12,12,600793.58,16417970.013,0.03659365801766493
11290760,2023,12,13,591394.5414,16417970.013,0.03602117319813136
11290760,2023,12,14,582320.8381,16417970.013,0.035468504184068404
11290760,2023,12,15,585039.8954,16417970.013,0.03563411889148028
11290760,2023,12,16,589564.3032,16417970.013,0.035909695457670705
11290760,2023,12,17,601945.4398,16417970.013,0.03666381649639818
11290760,2023,12,18,638396.0375,16417970.013,0.03888398121049729
11290760,2023,12,19,670210.4906,16417970.013,0.04082176359618863
11290760,2023,12,20,698519.9898,16417970.013,0.04254606320068201
11290760,2023,12,21,719371.4723,16417970.013,0.04381610343607588
11290760,2023,12,22,738700.3103,16417970.013,0.044993401115672994
11290760,2023,12,23,744110.6269,16417970.013,0.045322937385730504
11290770,2023,1,0,405259.018,8893241.4906,0.04556932569843647
11290770,2023,1,1,398390.3999,8893241.4906,0.04479698435279102
11290770,2023,1,2,397386.7807,8893241.4906,0.044684132452720515
11290770,2023,1,3,393895.8843,8893241.4906,0.044291598818759284
11290770,2023,1,4,391720.81299999997,8893241.4906,0.04404702305835752
11290770,2023,1,5,391672.02880000003,8893241.4906,0.044041537521947484
11290770,2023,1,6,391479.9802,8893241.4906,0.044019942628768995
11290770,2023,1,7,387537.9149,8893241.4906,0.04357667733521245
11290770,2023,1,8,379846.4138,8893241.4906,0.04271180696054313
11290770,2023,1,9,370949.1801,8893241.4906,0.04171135805679929
11290770,2023,1,10,368568.9053,8893241.4906,0.041443708201286435
11290770,2023,1,11,363934.36579999997,8893241.4906,0.040922577688312214
11290770,2023,1,12,361047.6182,8893241.4906,0.04059797752952296
11290770,2023,1,13,349437.45780000003,8893241.4906,0.03929247374754743
11290770,2023,1,14,340857.5673,8893241.4906,0.03832770848067946
11290770,2023,1,15,339235.3713,8893241.4906,0.038145300749852104
11290770,2023,1,16,341346.1135,8893241.4906,0.038382643028506185
11290770,2023,1,17,344747.9121,8893241.4906,0.03876515806575055
11290770,2023,1,18,349064.8085,8893241.4906,0.03925057121961159
11290770,2023,1,19,351165.8396,8893241.4906,0.039486821534215184
11290770,2023,1,20,352098.3797,8893241.4906,0.03959168094919741
11290770,2023,1,21,357607.8426,8893241.4906,0.04021119217081704
11290770,2023,1,22,363208.3615,8893241.4906,0.040840942178833765
11290770,2023,1,23,402782.53369999997,8893241.4906,0.045290857571531604
11290770,2023,12,0,406942.9984,9302274.9396,0.04374661048424125
11290770,2023,12,1,402703.8512,9302274.9396,0.043290899679354816
11290770,2023,12,2,402061.6713,9302274.9396,0.04322186496428031
11290770,2023,12,3,403257.2987,9302274.9396,0.04335039560950024
11290770,2023,12,4,402243.7596,9302274.9396,0.04324143956309429
11290770,2023,12,5,404578.4809,9302274.9396,0.04349242346919892
11290770,2023,12,6,407191.4096,9302274.9396,0.04377331483361954
11290770,2023,12,7,414043.1973,9302274.9396,0.04450988602125793
11290770,2023,12,8,399838.7618,9302274.9396,0.04298290089211158
11290770,2023,12,9,393462.0009,9302274.9396,0.04229739536347427
11290770,2023,12,10,395880.49820000003,9302274.9396,0.04255738523860734
11290770,2023,12,11,392424.93940000003,9302274.9396,0.042185910645302256
11290770,2023,12,12,390697.9923,9302274.9396,0.042000262821386795
11290770,2023,12,13,377004.9158,9302274.9396,0.04052824908400432
11290770,2023,12,14,365542.5578,9302274.9396,0.03929603889086065
11290770,2023,12,15,361635.8012,9302274.9396,0.03887606026999998
11290770,2023,12,16,359183.6243,9302274.9396,0.03861244981815652
11290770,2023,12,17,362328.3806,9302274.9396,0.0389505129608199
11290770,2023,12,18,368815.4747,9302274.9396,0.03964787937302777
11290770,2023,12,19,367379.9204,9302274.9396,0.03949355644564483
11290770,2023,12,20,367716.82660000003,9302274.9396,0.03952977405931327
11290770,2023,12,21,371620.0595,9302274.9396,0.03994937388036176
11290770,2023,12,22,376554.90380000003,9302274.9396,0.0404798725306427
11290770,2023,12,23,409165.6153,9302274.9396,0.043985543101738744
11290780,2023,1,0,269081.91849999997,5841742.9934,0.04606192343689352
11290780,2023,1,1,271463.2442,5841742.9934,0.04646956302368987
11290780,2023,1,2,268723.7986,5841742.9934,0.04600061983274582
11290780,2023,1,3,271140.5008,5841742.9934,0.04641431523200087
11290780,2023,1,4,274188.0621,5841742.9934,0.04693600221882024
11290780,2023,1,5,274817.2315,5841742.9934,0.047043704560520455
11290780,2023,1,6,273115.6039,5841742.9934,0.04675241690854355
11290780,2023,1,7,260423.8154,5841742.9934,0.044579813883326734
11290780,2023,1,8,240536.62219999998,5841742.9934,0.041175488629294064
11290780,2023,1,9,231382.4578,5841742.9934,0.03960846241633976
11290780,2023,1,10,229923.6935,5841742.9934,0.03935874853785381
11290780,2023,1,11,222326.21469999998,5841742.9934,0.03805819854642426
11290780,2023,1,12,218436.9601,5841742.9934,0.03739242899709728
11290780,2023,1,13,212693.12459999998,5841742.9934,0.03640918897669764
11290780,2023,1,14,207185.8349,5841742.9934,0.035466441288854796
11290780,2023,1,15,209427.6732,5841742.9934,0.035850203173369885
11290780,2023,1,16,211938.3132,5841742.9934,0.03627997901301852
11290780,2023,1,17,213340.4741,5841742.9934,0.03652000342038875
11290780,2023,1,18,222380.4204,5841742.9934,0.03806747757497126
11290780,2023,1,19,232242.9339,5841742.9934,0.039755760252100786
11290780,2023,1,20,245117.9594,5841742.9934,0.04195973011427141
11290780,2023,1,21,253905.1091,5841742.9934,0.043463930095326335
11290780,2023,1,22,264701.4705,5841742.9934,0.04531207052399595
11290780,2023,1,23,263249.5568,5841742.9934,0.045063529343454395
11290780,2023,12,0,284194.5652,6162397.5829,0.046117531590076206
11290780,2023,12,1,290639.5721,6162397.5829,0.04716339187632002
11290780,2023,12,2,289922.3842,6162397.5829,0.04704701056687804
11290780,2023,12,3,294649.446,6162397.5829,0.04781409216724688
11290780,2023,12,4,304204.1241,6162397.5829,0.04936457279941402
11290780,2023,12,5,305062.653,6162397.5829,0.04950389014926861
11290780,2023,12,6,300083.2985,6162397.5829,0.048695867876603634
11290780,2023,12,7,282414.9892,6162397.5829,0.04582875178058483
11290780,2023,12,8,255611.1182,6162397.5829,0.04147916695756434
11290780,2023,12,9,244815.5563,6162397.5829,0.039727322524489045
11290780,2023,12,10,242250.8794,6162397.5829,0.03931114085728914
11290780,2023,12,11,232441.0469,6162397.5829,0.03771925517188298
11290780,2023,12,12,226129.3725,6162397.5829,0.03669503135070107
11290780,2023,12,13,219678.88019999999,6162397.5829,0.03564828092390299
11290780,2023,12,14,213448.8818,6162397.5829,0.034637311034961135
11290780,2023,12,15,213586.7856,6162397.5829,0.03465968930545486
11290780,2023,12,16,214684.5231,6162397.5829,0.034837824111791614
11290780,2023,12,17,216677.0471,6162397.5829,0.03516115995197321
11290780,2023,12,18,225207.0919,6162397.5829,0.03654536872546585
11290780,2023,12,19,237654.248,6162397.5829,0.03856522478514943
11290780,2023,12,20,252208.39399999997,6162397.5829,0.040926991581953676
11290780,2023,12,21,262755.4593,6162397.5829,0.04263851135297056
11290780,2023,12,22,275159.4179,6162397.5829,0.04465135755984622
11290780,2023,12,23,278917.8484,6162397.5829,0.04526125499821165
11290810,2023,1,0,897589.3076,20114666.6714,0.04462362326273274
11290810,2023,1,1,900086.3417,20114666.6714,0.04474776323188025
11290810,2023,1,2,902510.2829,20114666.6714,0.0448682693898792
11290810,2023,1,3,904980.4576,20114666.6714,0.04499107404482843
11290810,2023,1,4,912211.7971,20114666.6714,0.0453505798531092
11290810,2023,1,5,908621.5465,20114666.6714,0.045172090661185146
11290810,2023,1,6,891433.3127,20114666.6714,0.04431757817630072
11290810,2023,1,7,867752.0734,20114666.6714,0.04314026613395546
11290810,2023,1,8,820265.2169,20114666.6714,0.04077945860600775
11290810,2023,1,9,794105.1359,20114666.6714,0.039478911029089875
11290810,2023,1,10,776320.5685,20114666.6714,0.03859475183865761
11290810,2023,1,11,765419.323,20114666.6714,0.038052796772829946
11290810,2023,1,12,756877.522,20114666.6714,0.03762814141365638
11290810,2023,1,13,747824.8238,20114666.6714,0.03717808681678495
11290810,2023,1,14,748219.4274,20114666.6714,0.037197704521937436
11290810,2023,1,15,755926.5917,20114666.6714,0.037580865944689644
11290810,2023,1,16,771748.389,20114666.6714,0.03836744608337502
11290810,2023,1,17,793285.1046,20114666.6714,0.03943814319965495
11290810,2023,1,18,829994.4235,20114666.6714,0.04126314579600397
11290810,2023,1,19,848525.149,20114666.6714,0.04218440021213346
11290810,2023,1,20,863037.6593,20114666.6714,0.04290588919015539
11290810,2023,1,21,874237.4831,20114666.6714,0.04346268806646609
11290810,2023,1,22,892767.8019,20114666.6714,0.0443839222635183
11290810,2023,1,23,890926.9323,20114666.6714,0.0442924034911681
11290810,2023,12,0,891200.5961,19959120.6226,0.044651295663341035
11290810,2023,12,1,894853.4185,19959120.6226,0.04483431086070719
11290810,2023,12,2,900993.6509,19959120.6226,0.04514195128816406
11290810,2023,12,3,903325.0049,19959120.6226,0.045258757736909114
11290810,2023,12,4,909869.6607,19959120.6226,0.045586660750461194
11290810,2023,12,5,913847.8668,19959120.6226,0.04578597845464378
11290810,2023,12,6,896932.7201,19959120.6226,0.0449384888773301
11290810,2023,12,7,871194.0583,19959120.6226,0.04364891994858403
11290810,2023,12,8,817186.1522,19959120.6226,0.040942993814802056
11290810,2023,12,9,785707.407,19959120.6226,0.039365832886962576
11290810,2023,12,10,765961.5242,19959120.6226,0.03837651661530071
11290810,2023,12,11,753109.1118,19959120.6226,0.03773257980851339
11290810,2023,12,12,740461.6708,19959120.6226,0.03709891256238837
11290810,2023,12,13,734501.4579,19959120.6226,0.03680029154532557
11290810,2023,12,14,734342.5965,19959120.6226,0.03679233220668516
11290810,2023,12,15,744475.3138,19959120.6226,0.03730000574058458
11290810,2023,12,16,758636.9026,19959120.6226,0.03800953543719679
11290810,2023,12,17,780981.6793,19959120.6226,0.03912906255076604
11290810,2023,12,18,819323.2781,19959120.6226,0.04105006896808211
11290810,2023,12,19,836896.0309,19959120.6226,0.04193050619436462
11290810,2023,12,20,854956.2620999999,19959120.6226,0.04283536726221899
11290810,2023,12,21,871907.2307,19959120.6226,0.04368465160297327
11290810,2023,12,22,896196.2506,19959120.6226,0.044901589982136995
11290810,2023,12,23,882260.7778,19959120.6226,0.04420338924155824
11305534,2023,1,0,808884.2786,17453015.974,0.046346389632886724
11305534,2023,1,1,818270.9295,17453015.974,0.04688421363499521
11305534,2023,1,2,824234.6348,17453015.974,0.047225914193161446
11305534,2023,1,3,830933.5984,17453015.974,0.0476097426162821
11305534,2023,1,4,830645.2553,17453015.974,0.04759322151182488
11305534,2023,1,5,821642.9023,17453015.974,0.04707741650635127
11305534,2023,1,6,802806.013,17453015.974,0.0459981251490259
11305534,2023,1,7,769196.6179,17453015.974,0.04407241814514367
11305534,2023,1,8,722620.2238,17453015.974,0.0414037450533763
11305534,2023,1,9,686392.2527,17453015.974,0.03932800231905638
11305534,2023,1,10,666412.8701,17453015.974,0.03818324988029372
11305534,2023,1,11,651003.1197,17453015.974,0.03730032222910977
11305534,2023,1,12,634287.6829,17453015.974,0.0363425830724562
11305534,2023,1,13,623274.9376,17453015.974,0.0357115892478699
11305534,2023,1,14,612654.0587,17453015.974,0.03510304806989688
11305534,2023,1,15,618429.1944,17453015.974,0.035433944214643624
11305534,2023,1,16,626966.1178,17453015.974,0.03592308164583131
11305534,2023,1,17,646792.2511,17453015.974,0.037059053407361535
11305534,2023,1,18,679788.9112,17453015.974,0.03894965272550549
11305534,2023,1,19,709307.4007,17453015.974,0.04064096439014696
11305534,2023,1,20,730377.0911,17453015.974,0.04184818785406791
11305534,2023,1,21,755112.5409,17453015.974,0.043265447188319865
11305534,2023,1,22,781728.46,17453015.974,0.04479045118417079
11305534,2023,1,23,801254.6315,17453015.974,0.0459092361282222
11305534,2023,12,0,764078.638,16430338.8499,0.04650413147167993
11305534,2023,12,1,775929.7366,16430338.8499,0.047225425092479
11305534,2023,12,2,782425.2173,16430338.8499,0.0476207596476175
11305534,2023,12,3,785859.5001,16430338.8499,0.047829780461574774
11305534,2023,12,4,790089.083,16430338.8499,0.04808720563939001
11305534,2023,12,5,782302.6848,16430338.8499,0.04761330194993278
11305534,2023,12,6,765573.5122,16430338.8499,0.04659511402618818
11305534,2023,12,7,731275.6481,16430338.8499,0.04450764252524535
11305534,2023,12,8,685456.8627,16430338.8499,0.04171897299027232
11305534,2023,12,9,648693.8009,16430338.8499,0.03948146211871633
11305534,2023,12,10,626930.2863,16430338.8499,0.038156868950016555
11305534,2023,12,11,611376.6396,16430338.8499,0.03721022707962721
11305534,2023,12,12,593031.9132,16430338.8499,0.03609371167677466
11305534,2023,12,13,583581.6142,16430338.8499,0.035518537963905215
11305534,2023,12,14,572490.0741,16430338.8499,0.0348434733653399
11305534,2023,12,15,576883.5385,16430338.8499,0.03511087286574806
11305534,2023,12,16,584050.3029,16430338.8499,0.03554706377242821
11305534,2023,12,17,601301.2031,16430338.8499,0.036597005612191605
11305534,2023,12,18,630951.9621,16430338.8499,0.03840164027437816
11305534,2023,12,19,662375.1291,16430338.8499,0.04031414903558313
11305534,2023,12,20,682745.9553,16430338.8499,0.04155397898590238
11305534,2023,12,21,707258.3275,16430338.8499,0.043045875922656615
11305534,2023,12,22,733929.88,16430338.8499,0.04466918708767025
11305534,2023,12,23,751747.3403,16430338.8499,0.04575361148468191
11305535,2023,1,0,684138.6957,17150402.5994,0.039890532699444294
11305535,2023,1,1,688474.5265,17150402.5994,0.04014334488708073
11305535,2023,1,2,688379.4448,17150402.5994,0.04013780089477799
11305535,2023,1,3,690283.4581,17150402.5994,0.040248819472269964
11305535,2023,1,4,686906.309,17150402.5994,0.04005190577998625
11305535,2023,1,5,690734.9695,17150402.5994,0.040275146049584
11305535,2023,1,6,690808.7563,17150402.5994,0.040279448385903645
11305535,2023,1,7,704529.3818,17150402.5994,0.041079466077644594
11305535,2023,1,8,710111.816,17150402.5994,0.041404964803849156
11305535,2023,1,9,713493.5799,17150402.5994,0.04160214757436431
11305535,2023,1,10,719602.6217,17150402.5994,0.0419583515622645
11305535,2023,1,11,725350.9748,17150402.5994,0.04229352463279061
11305535,2023,1,12,728897.6776,17150402.5994,0.0425003246061116
11305535,2023,1,13,727085.9384,17150402.5994,0.04239468631631055
11305535,2023,1,14,734287.2912,17150402.5994,0.04281458041257229
11305535,2023,1,15,739716.7236,17150402.5994,0.043131157960448044
11305535,2023,1,16,744178.17,17150402.5994,0.04339129450092529
11305535,2023,1,17,742251.1118,17150402.5994,0.04327893222902927
11305535,2023,1,18,735400.316,17150402.5994,0.042879478294330406
11305535,2023,1,19,734971.5013,17150402.5994,0.042854475108690025
11305535,2023,1,20,728697.401,17150402.5994,0.04248864694438679
11305535,2023,1,21,729465.9288999999,17150402.5994,0.04253345801488766
11305535,2023,1,22,726190.1722,17150402.5994,0.04234245627711419
11305535,2023,1,23,686445.8333,17150402.5994,0.04002505651523394
11305535,2023,12,0,679589.0385,16745522.9728,0.0405833272334263
11305535,2023,12,1,685539.2733,16745522.9728,0.04093866010715411
11305535,2023,12,2,691286.0739,16745522.9728,0.04128184440837507
11305535,2023,12,3,698239.1979,16745522.9728,0.041697067271900694
11305535,2023,12,4,699975.6829,16745522.9728,0.04180076573523448
11305535,2023,12,5,703566.1051,16745522.9728,0.042015176608267944
11305535,2023,12,6,702474.1757,16745522.9728,0.04194996936441096
11305535,2023,12,7,706259.3589,16745522.9728,0.04217601086852811
11305535,2023,12,8,705759.645,16745522.9728,0.04214616922662707
11305535,2023,12,9,704719.7883,16745522.9728,0.04208407163184373
11305535,2023,12,10,707340.3139,16745522.9728,0.04224056274915649
11305535,2023,12,11,709747.5512,16745522.9728,0.042384316832197684
11305535,2023,12,12,705005.5347,16745522.9728,0.04210113567937836
11305535,2023,12,13,699176.6952,16745522.9728,0.04175305222390982
11305535,2023,12,14,699676.8369999999,16745522.9728,0.041782919418909485
11305535,2023,12,15,704535.2611,16745522.9728,0.04207305213724212
11305535,2023,12,16,701384.9332,16745522.9728,0.041884922575381484
11305535,2023,12,17,693371.3964,16745522.9728,0.0414063745591137
11305535,2023,12,18,690761.4302000001,16745522.9728,0.04125051402228608
11305535,2023,12,19,690370.0309,16745522.9728,0.04122714065254207
11305535,2023,12,20,690680.2445,16745522.9728,0.04124566581897037
11305535,2023,12,21,698198.8747,16745522.9728,0.041694659273054345
11305535,2023,12,22,702509.7943,16745522.9728,0.04195209641652261
11305535,2023,12,23,675355.736,16745522.9728,0.04033052518556693
11305545,2023,1,0,1124197.703,26886088.2411,0.04181336060935301
11305545,2023,1,1,1137072.6834,26886088.2411,0.04229223207196759
11305545,2023,1,2,1138890.2081,26886088.2411,0.042359833006834026
11305545,2023,1,3,1143323.0139,26886088.2411,0.04252470659351012
11305545,2023,1,4,1143413.879,26886088.2411,0.04252808622609874
11305545,2023,1,5,1133253.5629,26886088.2411,0.0421501838697244
11305545,2023,1,6,1112839.1297,26886088.2411,0.04139089032664984
11305545,2023,1,7,1093349.2944,26886088.2411,0.040665986237768424
