연도,자치구명,행정동명,행정동코드,월,전력사용량,평균생활인구,log_전력,log_인구
2023,종로구,이화동,11110640,1,20146.022,21393.68683642473,9.910762128530225,9.970851149842924
2023,종로구,이화동,11110640,12,18307.111,27364.42114623656,9.815044842587126,10.216998950284184
2023,종로구,혜화동,11110650,1,9043.346,28519.340631182797,9.109784517647359,10.258337754737227
2023,종로구,혜화동,11110650,12,7897.06,33052.913608467745,8.974245817290676,10.405864998987758
2023,종로구,창신제1동,11110670,1,4404.898,7806.201640456989,8.390472382597078,8.962673778877212
2023,종로구,창신제1동,11110670,12,3456.183,8388.927949596773,8.14792007991096,9.03466801413338
2023,종로구,창신제2동,11110680,1,2894.725,9651.831765994624,7.970645394130709,9.17490299662976
2023,종로구,창신제2동,11110680,12,2311.571,7908.037774731182,7.745682658941845,8.975634961053402
2023,종로구,창신제3동,11110690,1,1477.455,4894.95065094086,7.298076291963642,8.495959473389963
2023,종로구,창신제3동,11110690,12,1333.292,5599.062779166667,7.195406350953408,8.630354501853754
2023,종로구,숭인제1동,11110700,1,2004.232,7435.89266827957,7.6030162239671775,8.914073914670402
2023,종로구,숭인제1동,11110700,12,1706.885,6919.193145161291,7.442425350870639,8.842054444293652
2023,종로구,숭인제2동,11110710,1,5512.527,11737.663529166666,8.61477841770229,9.37055805561684
2023,종로구,숭인제2동,11110710,12,4459.556,13130.337402688172,8.402804488489016,9.482680664048793
2023,중구,소공동,11140520,1,28447.584,26790.389973252688,10.255818515034608,10.195798519105074
2023,중구,소공동,11140520,12,26667.665,29212.862058064515,10.191207061787143,10.282364372713468
2023,중구,회현동,11140540,1,25262.284,23726.589850268818,10.137067811452662,10.07435163283543
