연도,자치구명,행정동명,행정동코드,월,전력사용량,시간대구분,시간대비율,추정전력
2023,서대문구,홍제제2동,11410655,12,2419.336,20,0.04426874358877559,107.10096503909398
2023,서대문구,홍제제2동,11410655,12,2419.336,21,0.04753258866574756,114.99730293223503
2023,서대문구,홍제제2동,11410655,12,2419.336,22,0.05024553055610025,121.56082091347335
2023,서대문구,홍제제2동,11410655,12,2419.336,23,0.050522286970041526,122.23038766895237
2023,서대문구,홍은제1동,11410660,1,4459.708,0,0.04673265320999375,208.4139873818348
2023,서대문구,홍은제1동,11410660,1,4459.708,1,0.04651874152067217,207.4600037096738
2023,서대문구,홍은제1동,11410660,1,4459.708,2,0.04629921544910486,206.48098153209654
2023,서대문구,홍은제1동,11410660,1,4459.708,3,0.04598367501790042,205.07376334673063
2023,서대문구,홍은제1동,11410660,1,4459.708,4,0.04541926318946552,202.5566514001649
2023,서대문구,홍은제1동,11410660,1,4459.708,5,0.04552827012244487,203.04279049122835
2023,서대문구,홍은제1동,11410660,1,4459.708,6,0.045727734377631696,203.93234282579908
2023,서대문구,홍은제1동,11410660,1,4459.708,7,0.04431346469300937,197.6251129991314
2023,서대문구,홍은제1동,11410660,1,4459.708,8,0.04177212040656349,186.29145955411443
2023,서대문구,홍은제1동,11410660,1,4459.708,9,0.039678631841449014,176.9551118523649
2023,서대문구,홍은제1동,11410660,1,4459.708,10,0.03824556408011585,170.56404809260528
2023,서대문구,홍은제1동,11410660,1,4459.708,11,0.03706232077786816,165.28712847162484
2023,서대문구,홍은제1동,11410660,1,4459.708,12,0.03623000063344273,161.57522366496957
2023,서대문구,홍은제1동,11410660,1,4459.708,13,0.035502028128134244,158.3286788592653
2023,서대문구,홍은제1동,11410660,1,4459.708,14,0.03529494856107889,157.405164457432
2023,서대문구,홍은제1동,11410660,1,4459.708,15,0.03563591904827084,158.92579326692584
2023,서대문구,홍은제1동,11410660,1,4459.708,16,0.036290923408204494,161.84692145095684
2023,서대문구,홍은제1동,11410660,1,4459.708,17,0.03735306646547429,166.5837693406074
2023,서대문구,홍은제1동,11410660,1,4459.708,18,0.03930512421257064,175.28937689179497
2023,서대문구,홍은제1동,11410660,1,4459.708,19,0.04164222130630208,185.71214749748583
2023,서대문구,홍은제1동,11410660,1,4459.708,20,0.04329366682685525,193.07711229706098
2023,서대문구,홍은제1동,11410660,1,4459.708,21,0.044604930620651864,198.92496592836608
2023,서대문구,홍은제1동,11410660,1,4459.708,22,0.045495687489861186,202.89748146403383
2023,서대문구,홍은제1동,11410660,1,4459.708,23,0.04606982861293434,205.45798322373219
2023,서대문구,홍은제1동,11410660,12,3944.19,0,0.047757757262959104,188.36566861899067
