행정동코드,자치구명,행정동명,평균전력사용량,평균생활인구,평균전력효율지표,지역분류
11500535,강서구,등촌제3동,10691.251944444444,39373.14177695621,0.27178445585605404,중간
11500540,강서구,화곡제1동,12258.533083333334,46468.436366731235,0.263852577584579,중간
11500550,강서구,화곡제2동,3093.4372777777776,12037.65164214545,0.25736367864857235,중간
11500560,강서구,화곡제3동,4714.970583333333,18787.238704882646,0.2512828936198499,잉여가능
11500570,강서구,화곡제4동,4671.664583333333,17221.689292114042,0.2713078338790413,중간
11500590,강서구,화곡본동,6068.571555555555,26949.47934882457,0.2253801246838865,잉여가능
11500591,강서구,화곡제6동,8638.909444444444,20708.264573371696,0.41732027840247826,수요집중
11500593,강서구,화곡제8동,5078.964444444445,33203.990376929265,0.15477298445960308,잉여가능
11500603,강서구,가양제1동,49270.382277777775,47586.683611874134,1.0424498859588596,수요집중
11500604,강서구,가양제2동,2931.955388888889,15277.388381955547,0.1923420150914872,잉여가능
11500605,강서구,가양제3동,2840.866611111111,11506.608054436665,0.2483321324858848,잉여가능
11500611,강서구,발산제1동,19322.111305555554,34234.21714187556,0.5657153377077522,수요집중
11500615,강서구,우장산동,8675.522722222224,33042.51297646424,0.26262386283095585,중간
11500620,강서구,공항동,16346.596555555556,35144.12259615275,0.4656821400537728,수요집중
11500630,강서구,방화제1동,9616.349999999999,33104.41651501528,0.29062847071335596,중간
11500640,강서구,방화제2동,9208.524,27035.203993034473,0.3406178392344199,수요집중
11500641,강서구,방화제3동,3812.6344444444444,15302.896678326606,0.2510073048426105,잉여가능
11530510,구로구,신도림동,17039.649,33539.61960824061,0.5084057795916594,수요집중
11530520,구로구,구로제1동,20926.607722222223,16005.253067077603,1.3084797681149705,수요집중
11530530,구로구,구로제2동,15051.089472222222,33846.955358465406,0.4448421994482364,수요집중
11530540,구로구,구로제3동,28638.182,40063.16236818142,0.7150297081657847,수요집중
11530550,구로구,구로제4동,5584.0100555555555,18189.893767025136,0.30708744392513965,중간
11530560,구로구,구로제5동,13653.120833333332,33118.40119969255,0.412585903125411,수요집중
11530595,구로구,가리봉동,5631.809611111112,10802.099533976245,0.5229615011983202,수요집중
11530720,구로구,고척제1동,7543.305138888889,23632.004361572428,0.32077322597366664,중간
11530730,구로구,고척제2동,5225.712333333333,15540.941662430194,0.33619392439674345,수요집중
11530740,구로구,개봉제1동,7165.0088888888895,29729.514595555833,0.24155107706513965,잉여가능
11530750,구로구,개봉제2동,5132.460055555555,23119.906761568094,0.22209232824709454,잉여가능
11530760,구로구,개봉제3동,3883.828833333333,16737.42457977581,0.23356065902268863,잉여가능
11530770,구로구,오류제1동,5313.023444444445,16834.055727962987,0.317770746573187,중간
11530780,구로구,오류제2동,7793.803888888889,50408.70816329633,0.15469304119267857,잉여가능
11530790,구로구,수궁동,5476.078555555556,21836.511977744085,0.25178738669315714,중간
11545510,금천구,가산동,75445.46702777778,60730.592267643944,1.2443277683908054,수요집중
11545610,금천구,독산제1동,23330.918138888886,38587.20206845127,0.606709708935733,수요집중
11545620,금천구,독산제2동,3892.5187499999997,13278.27024640785,0.29318121110672357,중간
11545630,금천구,독산제3동,6778.736611111111,18532.402880307083,0.3696420538106979,수요집중
11545640,금천구,독산제4동,3480.6157222222223,11454.090043011438,0.3040145312713537,중간
11545670,금천구,시흥제1동,10398.459388888888,27108.534065846772,0.38362607736435084,수요집중
11545680,금천구,시흥제2동,3178.676361111111,14740.309057316123,0.2157240209854887,잉여가능
11545690,금천구,시흥제3동,3445.736055555555,9673.004612163944,0.3570285217202105,수요집중
11545700,금천구,시흥제4동,3108.7820555555554,10734.880362910255,0.2902636871081443,중간
11545710,금천구,시흥제5동,3661.866138888889,11212.708867445337,0.32659400044977194,수요집중
11560515,영등포구,영등포본동,4387.301333333333,18854.904270300103,0.2330403715244035,잉여가능
11560535,영등포구,영등포동,24274.869222222223,50341.84669293658,0.48264091651316604,수요집중
11560540,영등포구,여의동,76456.29263888889,97983.46115408708,0.782287549814694,수요집중
11560550,영등포구,당산제1동,9826.212055555556,24691.181581932473,0.3983290364779038,수요집중
11560560,영등포구,당산제2동,10475.58625,37948.40378460187,0.27673991277563387,중간
11560585,영등포구,도림동,4014.3419166666667,14847.40515045235,0.27044150759536967,중간
11560605,영등포구,문래동,18584.67269444444,39019.48436194566,0.4767513812259949,수요집중
11560610,영등포구,양평제1동,8291.693277777777,19319.276459452496,0.42936016946182665,수요집중
11560620,영등포구,양평제2동,19494.866194444443,27298.446303738743,0.7150237588676599,수요집중
11560630,영등포구,신길제1동,4542.492277777778,18094.27083887555,0.2513859925076843,중간
11560650,영등포구,신길제3동,3146.1994444444445,13047.696278483623,0.24098948983167368,잉여가능
11560660,영등포구,신길제4동,2385.8222222222225,7359.894448890667,0.32511668808120836,수요집중
