연도,자치구명,행정동명,행정동코드,월,전력사용량
2024,구로구,개봉제3동,11530760,8,5385.682
2024,구로구,개봉제3동,11530760,9,4979.835
2024,구로구,개봉제3동,11530760,10,3447.256
2024,구로구,개봉제3동,11530760,11,3347.181
2024,구로구,개봉제3동,11530760,12,3852.273
2025,구로구,개봉제3동,11530760,1,4220.764
2025,구로구,개봉제3동,11530760,2,4244.423
2025,구로구,개봉제3동,11530760,3,3486.777
2025,구로구,개봉제3동,11530760,4,3464.768
2025,구로구,개봉제3동,11530760,5,3203.933
2025,구로구,개봉제3동,11530760,6,0.0
2025,구로구,개봉제3동,11530760,7,0.0
2025,구로구,개봉제3동,11530760,8,0.0
2025,구로구,개봉제3동,11530760,9,0.0
2025,구로구,개봉제3동,11530760,10,0.0
2025,구로구,개봉제3동,11530760,11,0.0
2025,구로구,개봉제3동,11530760,12,0.0
2018,구로구,오류제1동,11530770,1,5431.642
2018,구로구,오류제1동,11530770,2,5628.068
2018,구로구,오류제1동,11530770,3,4495.928
2018,구로구,오류제1동,11530770,4,4418.734
2018,구로구,오류제1동,11530770,5,4088.419
2018,구로구,오류제1동,11530770,6,4363.094
2018,구로구,오류제1동,11530770,7,5144.603
2018,구로구,오류제1동,11530770,8,6996.265
2018,구로구,오류제1동,11530770,9,5043.822
2018,구로구,오류제1동,11530770,10,4070.459
2018,구로구,오류제1동,11530770,11,4405.25
2018,구로구,오류제1동,11530770,12,4900.994
2019,구로구,오류제1동,11530770,1,5470.805
2019,구로구,오류제1동,11530770,2,5339.734
2019,구로구,오류제1동,11530770,3,4513.538
2019,구로구,오류제1동,11530770,4,4563.204
2019,구로구,오류제1동,11530770,5,4166.799
2019,구로구,오류제1동,11530770,6,4450.985
2019,구로구,오류제1동,11530770,7,5039.492
2019,구로구,오류제1동,11530770,8,6382.051
2019,구로구,오류제1동,11530770,9,5255.29
2019,구로구,오류제1동,11530770,10,4347.145
2019,구로구,오류제1동,11530770,11,4470.067
2019,구로구,오류제1동,11530770,12,5061.166
2020,구로구,오류제1동,11530770,1,5513.477
2020,구로구,오류제1동,11530770,2,5347.296
2020,구로구,오류제1동,11530770,3,4781.955
2020,구로구,오류제1동,11530770,4,4585.896
2020,구로구,오류제1동,11530770,5,4223.059
2020,구로구,오류제1동,11530770,6,4663.434
2020,구로구,오류제1동,11530770,7,5021.011
2020,구로구,오류제1동,11530770,8,5824.453
2020,구로구,오류제1동,11530770,9,5031.886
2020,구로구,오류제1동,11530770,10,4282.72
2020,구로구,오류제1동,11530770,11,4634.899
2020,구로구,오류제1동,11530770,12,5228.166
2021,구로구,오류제1동,11530770,1,5842.457
2021,구로구,오류제1동,11530770,2,5585.742
2021,구로구,오류제1동,11530770,3,4630.53
2021,구로구,오류제1동,11530770,4,4566.291
2021,구로구,오류제1동,11530770,5,4278.45
2021,구로구,오류제1동,11530770,6,4689.088
2021,구로구,오류제1동,11530770,7,5858.265
2021,구로구,오류제1동,11530770,8,7031.309
2021,구로구,오류제1동,11530770,9,5339.49
2021,구로구,오류제1동,11530770,10,4643.875
2021,구로구,오류제1동,11530770,11,4642.602
2021,구로구,오류제1동,11530770,12,5126.033
2022,구로구,오류제1동,11530770,1,5934.489
2022,구로구,오류제1동,11530770,2,5774.373
2022,구로구,오류제1동,11530770,3,4887.085
2022,구로구,오류제1동,11530770,4,4779.347
2022,구로구,오류제1동,11530770,5,4276.976
2022,구로구,오류제1동,11530770,6,4723.162
2022,구로구,오류제1동,11530770,7,6025.525
2022,구로구,오류제1동,11530770,8,6637.036
2022,구로구,오류제1동,11530770,9,5301.735
2022,구로구,오류제1동,11530770,10,4475.312
2022,구로구,오류제1동,11530770,11,4580.298
2022,구로구,오류제1동,11530770,12,5353.407
2023,구로구,오류제1동,11530770,1,6043.756
2023,구로구,오류제1동,11530770,2,5742.912
2023,구로구,오류제1동,11530770,3,4744.067
2023,구로구,오류제1동,11530770,4,4585.189
2023,구로구,오류제1동,11530770,5,4388.684
2023,구로구,오류제1동,11530770,6,4904.382
2023,구로구,오류제1동,11530770,7,6091.565
2023,구로구,오류제1동,11530770,8,7268.478
2023,구로구,오류제1동,11530770,9,6183.631
2023,구로구,오류제1동,11530770,10,4587.212
2023,구로구,오류제1동,11530770,11,4738.041
2023,구로구,오류제1동,11530770,12,5412.806
2024,구로구,오류제1동,11530770,1,5930.016
2024,구로구,오류제1동,11530770,2,5665.732
2024,구로구,오류제1동,11530770,3,4837.882
2024,구로구,오류제1동,11530770,4,4452.189
2024,구로구,오류제1동,11530770,5,4202.523
2024,구로구,오류제1동,11530770,6,4780.402
2024,구로구,오류제1동,11530770,7,5795.28
2024,구로구,오류제1동,11530770,8,7471.744
2024,구로구,오류제1동,11530770,9,6667.516
2024,구로구,오류제1동,11530770,10,4721.134
2024,구로구,오류제1동,11530770,11,4479.317
2024,구로구,오류제1동,11530770,12,5192.071
2025,구로구,오류제1동,11530770,1,5838.942
2025,구로구,오류제1동,11530770,2,5721.668
2025,구로구,오류제1동,11530770,3,4855.979
2025,구로구,오류제1동,11530770,4,4592.113
2025,구로구,오류제1동,11530770,5,4277.138
2025,구로구,오류제1동,11530770,6,0.0
2025,구로구,오류제1동,11530770,7,0.0
2025,구로구,오류제1동,11530770,8,0.0
2025,구로구,오류제1동,11530770,9,0.0
2025,구로구,오류제1동,11530770,10,0.0
2025,구로구,오류제1동,11530770,11,0.0
2025,구로구,오류제1동,11530770,12,0.0
2018,구로구,오류제2동,11530780,1,8692.916
2018,구로구,오류제2동,11530780,2,9103.891
2018,구로구,오류제2동,11530780,3,6983.714
2018,구로구,오류제2동,11530780,4,6752.943
2018,구로구,오류제2동,11530780,5,6146.864
2018,구로구,오류제2동,11530780,6,6484.809
2018,구로구,오류제2동,11530780,7,7501.42
2018,구로구,오류제2동,11530780,8,10355.918
2018,구로구,오류제2동,11530780,9,7215.929
2018,구로구,오류제2동,11530780,10,6052.125
2018,구로구,오류제2동,11530780,11,6384.161
2018,구로구,오류제2동,11530780,12,7640.341
2019,구로구,오류제2동,11530780,1,8754.389
2019,구로구,오류제2동,11530780,2,8455.694
2019,구로구,오류제2동,11530780,3,6895.206
2019,구로구,오류제2동,11530780,4,6991.145
2019,구로구,오류제2동,11530780,5,6198.172
2019,구로구,오류제2동,11530780,6,6235.485
2019,구로구,오류제2동,11530780,7,7061.93
2019,구로구,오류제2동,11530780,8,9012.46
2019,구로구,오류제2동,11530780,9,8208.298
2019,구로구,오류제2동,11530780,10,6495.604
2019,구로구,오류제2동,11530780,11,6681.02
2019,구로구,오류제2동,11530780,12,7651.072
2020,구로구,오류제2동,11530780,1,8410.076
2020,구로구,오류제2동,11530780,2,8165.166
2020,구로구,오류제2동,11530780,3,7212.785
2020,구로구,오류제2동,11530780,4,6862.679
2020,구로구,오류제2동,11530780,5,6268.401
2020,구로구,오류제2동,11530780,6,6716.57
2020,구로구,오류제2동,11530780,7,7169.253
2020,구로구,오류제2동,11530780,8,8113.275
2020,구로구,오류제2동,11530780,9,7532.619
2020,구로구,오류제2동,11530780,10,6329.863
2020,구로구,오류제2동,11530780,11,6821.723
2020,구로구,오류제2동,11530780,12,7824.428
2021,구로구,오류제2동,11530780,1,8980.535
2021,구로구,오류제2동,11530780,2,8534.221
2021,구로구,오류제2동,11530780,3,6988.362
2021,구로구,오류제2동,11530780,4,6874.895
2021,구로구,오류제2동,11530780,5,6312.463
2021,구로구,오류제2동,11530780,6,6751.887
2021,구로구,오류제2동,11530780,7,7816.426
2021,구로구,오류제2동,11530780,8,10071.564
2021,구로구,오류제2동,11530780,9,7989.594
2021,구로구,오류제2동,11530780,10,6769.041
2021,구로구,오류제2동,11530780,11,6923.992
2021,구로구,오류제2동,11530780,12,7774.848
2022,구로구,오류제2동,11530780,1,9075.955
2022,구로구,오류제2동,11530780,2,8854.113
2022,구로구,오류제2동,11530780,3,7409.151
2022,구로구,오류제2동,11530780,4,7093.359
2022,구로구,오류제2동,11530780,5,6220.553
2022,구로구,오류제2동,11530780,6,6633.417
2022,구로구,오류제2동,11530780,7,8205.105
2022,구로구,오류제2동,11530780,8,9611.424
2022,구로구,오류제2동,11530780,9,8098.829
2022,구로구,오류제2동,11530780,10,6570.098
2022,구로구,오류제2동,11530780,11,6702.007
2022,구로구,오류제2동,11530780,12,7908.809
2023,구로구,오류제2동,11530780,1,9019.776
2023,구로구,오류제2동,11530780,2,8613.29
2023,구로구,오류제2동,11530780,3,6977.793
2023,구로구,오류제2동,11530780,4,6792.242
2023,구로구,오류제2동,11530780,5,6300.51
2023,구로구,오류제2동,11530780,6,6741.289
2023,구로구,오류제2동,11530780,7,7922.237
2023,구로구,오류제2동,11530780,8,9848.069
2023,구로구,오류제2동,11530780,9,8998.111
2023,구로구,오류제2동,11530780,10,6727.734
2023,구로구,오류제2동,11530780,11,6866.408
2023,구로구,오류제2동,11530780,12,7939.487
2024,구로구,오류제2동,11530780,1,8919.765
2024,구로구,오류제2동,11530780,2,8477.617
2024,구로구,오류제2동,11530780,3,7346.092
2024,구로구,오류제2동,11530780,4,6858.158
2024,구로구,오류제2동,11530780,5,6168.319
2024,구로구,오류제2동,11530780,6,6767.83
2024,구로구,오류제2동,11530780,7,7874.943
2024,구로구,오류제2동,11530780,8,10294.268
2024,구로구,오류제2동,11530780,9,10178.792
2024,구로구,오류제2동,11530780,10,7503.845
2024,구로구,오류제2동,11530780,11,6886.575
2024,구로구,오류제2동,11530780,12,7885.814
2025,구로구,오류제2동,11530780,1,8970.025
2025,구로구,오류제2동,11530780,2,8882.3
2025,구로구,오류제2동,11530780,3,7498.36
2025,구로구,오류제2동,11530780,4,7137.681
2025,구로구,오류제2동,11530780,5,6449.921
2025,구로구,오류제2동,11530780,6,0.0
2025,구로구,오류제2동,11530780,7,0.0
2025,구로구,오류제2동,11530780,8,0.0
2025,구로구,오류제2동,11530780,9,0.0
2025,구로구,오류제2동,11530780,10,0.0
2025,구로구,오류제2동,11530780,11,0.0
2025,구로구,오류제2동,11530780,12,0.0
2018,구로구,수궁동,11530790,1,6519.481
2018,구로구,수궁동,11530790,2,6894.872
2018,구로구,수궁동,11530790,3,5254.579
2018,구로구,수궁동,11530790,4,4952.274
2018,구로구,수궁동,11530790,5,4479.702
2018,구로구,수궁동,11530790,6,4763.375
2018,구로구,수궁동,11530790,7,5295.418
2018,구로구,수궁동,11530790,8,7060.852
2018,구로구,수궁동,11530790,9,5583.327
2018,구로구,수궁동,11530790,10,4223.167
2018,구로구,수궁동,11530790,11,4968.677
2018,구로구,수궁동,11530790,12,5788.28
2019,구로구,수궁동,11530790,1,6312.944
2019,구로구,수궁동,11530790,2,6056.295
2019,구로구,수궁동,11530790,3,4920.337
2019,구로구,수궁동,11530790,4,4973.928
2019,구로구,수궁동,11530790,5,4334.974
2019,구로구,수궁동,11530790,6,4547.893
2019,구로구,수궁동,11530790,7,5013.746
2019,구로구,수궁동,11530790,8,6171.778
2019,구로구,수궁동,11530790,9,5469.082
2019,구로구,수궁동,11530790,10,4466.955
2019,구로구,수궁동,11530790,11,4886.663
2019,구로구,수궁동,11530790,12,5731.039
2020,구로구,수궁동,11530790,1,6004.072
2020,구로구,수궁동,11530790,2,5747.204
2020,구로구,수궁동,11530790,3,4938.532
2020,구로구,수궁동,11530790,4,4744.991
2020,구로구,수궁동,11530790,5,4308.042
2020,구로구,수궁동,11530790,6,4642.173
2020,구로구,수궁동,11530790,7,4988.213
2020,구로구,수궁동,11530790,8,5516.856
2020,구로구,수궁동,11530790,9,4707.73
2020,구로구,수궁동,11530790,10,4285.188
2020,구로구,수궁동,11530790,11,4859.22
2020,구로구,수궁동,11530790,12,5752.807
2021,구로구,수궁동,11530790,1,6563.969
2021,구로구,수궁동,11530790,2,5976.471
2021,구로구,수궁동,11530790,3,4894.988
2021,구로구,수궁동,11530790,4,4810.206
2021,구로구,수궁동,11530790,5,4376.427
2021,구로구,수궁동,11530790,6,4728.87
2021,구로구,수궁동,11530790,7,5427.749
2021,구로구,수궁동,11530790,8,6719.382
2021,구로구,수궁동,11530790,9,5371.679
2021,구로구,수궁동,11530790,10,4689.591
2021,구로구,수궁동,11530790,11,4935.112
2021,구로구,수궁동,11530790,12,5749.836
2022,구로구,수궁동,11530790,1,6677.226
2022,구로구,수궁동,11530790,2,6223.915
2022,구로구,수궁동,11530790,3,5180.803
2022,구로구,수궁동,11530790,4,4997.438
2022,구로구,수궁동,11530790,5,4371.191
2022,구로구,수궁동,11530790,6,4742.139
2022,구로구,수궁동,11530790,7,5758.463
2022,구로구,수궁동,11530790,8,6331.812
2022,구로구,수궁동,11530790,9,5390.46
2022,구로구,수궁동,11530790,10,4540.583
2022,구로구,수궁동,11530790,11,4817.042
2022,구로구,수궁동,11530790,12,6001.826
2023,구로구,수궁동,11530790,1,6545.117
2023,구로구,수궁동,11530790,2,6173.522
2023,구로구,수궁동,11530790,3,4838.121
2023,구로구,수궁동,11530790,4,4682.57
2023,구로구,수궁동,11530790,5,4296.49
2023,구로구,수궁동,11530790,6,4677.855
2023,구로구,수궁동,11530790,7,5472.775
2023,구로구,수궁동,11530790,8,6482.942
2023,구로구,수궁동,11530790,9,5942.737
2023,구로구,수궁동,11530790,10,4374.473
2023,구로구,수궁동,11530790,11,4971.69
2023,구로구,수궁동,11530790,12,5959.18
2024,구로구,수궁동,11530790,1,6531.68
2024,구로구,수궁동,11530790,2,5974.048
2024,구로구,수궁동,11530790,3,5213.021
2024,구로구,수궁동,11530790,4,4760.407
2024,구로구,수궁동,11530790,5,4310.193
2024,구로구,수궁동,11530790,6,4796.046
2024,구로구,수궁동,11530790,7,5563.376
2024,구로구,수궁동,11530790,8,7015.252
2024,구로구,수궁동,11530790,9,6703.754
2024,구로구,수궁동,11530790,10,4912.049
2024,구로구,수궁동,11530790,11,4883.468
2024,구로구,수궁동,11530790,12,6031.978
2025,구로구,수궁동,11530790,1,6755.17
2025,구로구,수궁동,11530790,2,6560.735
2025,구로구,수궁동,11530790,3,5437.682
2025,구로구,수궁동,11530790,4,5124.559
2025,구로구,수궁동,11530790,5,4565.613
2025,구로구,수궁동,11530790,6,0.0
2025,구로구,수궁동,11530790,7,0.0
2025,구로구,수궁동,11530790,8,0.0
2025,구로구,수궁동,11530790,9,0.0
2025,구로구,수궁동,11530790,10,0.0
2025,구로구,수궁동,11530790,11,0.0
2025,구로구,수궁동,11530790,12,0.0
2018,금천구,가산동,11545510,1,77407.988
2018,금천구,가산동,11545510,2,70145.513
2018,금천구,가산동,11545510,3,61671.47
2018,금천구,가산동,11545510,4,56956.803
2018,금천구,가산동,11545510,5,58912.559
2018,금천구,가산동,11545510,6,64754.575
2018,금천구,가산동,11545510,7,77269.307
2018,금천구,가산동,11545510,8,84929.429
2018,금천구,가산동,11545510,9,66639.228
2018,금천구,가산동,11545510,10,57781.763
2018,금천구,가산동,11545510,11,59458.248
2018,금천구,가산동,11545510,12,68842.36
2019,금천구,가산동,11545510,1,75300.037
2019,금천구,가산동,11545510,2,65173.738
2019,금천구,가산동,11545510,3,60494.537
2019,금천구,가산동,11545510,4,58349.804
2019,금천구,가산동,11545510,5,59869.006
2019,금천구,가산동,11545510,6,63882.047
2019,금천구,가산동,11545510,7,75246.186
2019,금천구,가산동,11545510,8,81366.966
2019,금천구,가산동,11545510,9,68695.315
2019,금천구,가산동,11545510,10,61678.697
2019,금천구,가산동,11545510,11,60656.096
2019,금천구,가산동,11545510,12,68874.914
2020,금천구,가산동,11545510,1,70515.685
2020,금천구,가산동,11545510,2,66686.917
2020,금천구,가산동,11545510,3,62537.789
2020,금천구,가산동,11545510,4,56738.125
2020,금천구,가산동,11545510,5,57544.804
2020,금천구,가산동,11545510,6,67556.664
2020,금천구,가산동,11545510,7,73424.228
2020,금천구,가산동,11545510,8,77784.622
2020,금천구,가산동,11545510,9,63702.69
2020,금천구,가산동,11545510,10,58096.014
2020,금천구,가산동,11545510,11,59923.99
2020,금천구,가산동,11545510,12,71905.86
2021,금천구,가산동,11545510,1,77778.04
2021,금천구,가산동,11545510,2,66469.105
2021,금천구,가산동,11545510,3,61009.685
2021,금천구,가산동,11545510,4,57701.804
2021,금천구,가산동,11545510,5,58530.86
2021,금천구,가산동,11545510,6,67871.043
2021,금천구,가산동,11545510,7,82560.135
2021,금천구,가산동,11545510,8,83648.843
2021,금천구,가산동,11545510,9,71123.939
2021,금천구,가산동,11545510,10,64743.448
2021,금천구,가산동,11545510,11,63535.224
2021,금천구,가산동,11545510,12,73734.797
2022,금천구,가산동,11545510,1,81117.572
2022,금천구,가산동,11545510,2,73640.683
2022,금천구,가산동,11545510,3,66517.92
2022,금천구,가산동,11545510,4,61233.656
2022,금천구,가산동,11545510,5,63815.544
2022,금천구,가산동,11545510,6,72525.39
2022,금천구,가산동,11545510,7,84804.887
2022,금천구,가산동,11545510,8,86033.317
2022,금천구,가산동,11545510,9,73961.17
2022,금천구,가산동,11545510,10,64461.337
2022,금천구,가산동,11545510,11,63387.007
2022,금천구,가산동,11545510,12,80398.478
2023,금천구,가산동,11545510,1,81784.374
2023,금천구,가산동,11545510,2,72087.653
2023,금천구,가산동,11545510,3,65434.645
2023,금천구,가산동,11545510,4,61001.903
2023,금천구,가산동,11545510,5,65517.963
2023,금천구,가산동,11545510,6,73269.817
2023,금천구,가산동,11545510,7,84440.714
2023,금천구,가산동,11545510,8,88582.29
2023,금천구,가산동,11545510,9,78026.666
2023,금천구,가산동,11545510,10,64736.217
2023,금천구,가산동,11545510,11,67251.721
2023,금천구,가산동,11545510,12,75834.821
2024,금천구,가산동,11545510,1,81816.278
2024,금천구,가산동,11545510,2,71937.412
2024,금천구,가산동,11545510,3,68916.018
2024,금천구,가산동,11545510,4,63671.464
2024,금천구,가산동,11545510,5,66071.763
2024,금천구,가산동,11545510,6,74077.026
2024,금천구,가산동,11545510,7,86658.338
2024,금천구,가산동,11545510,8,95047.187
2024,금천구,가산동,11545510,9,83774.321
2024,금천구,가산동,11545510,10,72950.185
2024,금천구,가산동,11545510,11,69949.395
2024,금천구,가산동,11545510,12,83170.888
2025,금천구,가산동,11545510,1,86914.529
2025,금천구,가산동,11545510,2,86379.883
2025,금천구,가산동,11545510,3,76215.625
2025,금천구,가산동,11545510,4,71541.683
2025,금천구,가산동,11545510,5,73404.448
2025,금천구,가산동,11545510,6,0.0
2025,금천구,가산동,11545510,7,0.0
2025,금천구,가산동,11545510,8,0.0
2025,금천구,가산동,11545510,9,0.0
2025,금천구,가산동,11545510,10,0.0
2025,금천구,가산동,11545510,11,0.0
2025,금천구,가산동,11545510,12,0.0
2018,금천구,독산제1동,11545610,1,23974.369
2018,금천구,독산제1동,11545610,2,24224.361
2018,금천구,독산제1동,11545610,3,19106.349
2018,금천구,독산제1동,11545610,4,18484.806
2018,금천구,독산제1동,11545610,5,16939.829
2018,금천구,독산제1동,11545610,6,18219.799
2018,금천구,독산제1동,11545610,7,21285.479
2018,금천구,독산제1동,11545610,8,26076.874
2018,금천구,독산제1동,11545610,9,22012.565
2018,금천구,독산제1동,11545610,10,16754.974
2018,금천구,독산제1동,11545610,11,18591.625
2018,금천구,독산제1동,11545610,12,21846.79
2019,금천구,독산제1동,11545610,1,24199.369
2019,금천구,독산제1동,11545610,2,22990.671
2019,금천구,독산제1동,11545610,3,19612.829
2019,금천구,독산제1동,11545610,4,19702.38
2019,금천구,독산제1동,11545610,5,18101.179
2019,금천구,독산제1동,11545610,6,19558.278
2019,금천구,독산제1동,11545610,7,21864.318
2019,금천구,독산제1동,11545610,8,25595.22
2019,금천구,독산제1동,11545610,9,23006.848
2019,금천구,독산제1동,11545610,10,19480.825
2019,금천구,독산제1동,11545610,11,19286.018
2019,금천구,독산제1동,11545610,12,22214.542
2020,금천구,독산제1동,11545610,1,23260.892
2020,금천구,독산제1동,11545610,2,22571.68
2020,금천구,독산제1동,11545610,3,20611.948
2020,금천구,독산제1동,11545610,4,19226.427
2020,금천구,독산제1동,11545610,5,17706.266
2020,금천구,독산제1동,11545610,6,20360.215
2020,금천구,독산제1동,11545610,7,21741.534
2020,금천구,독산제1동,11545610,8,23903.83
2020,금천구,독산제1동,11545610,9,20290.451
2020,금천구,독산제1동,11545610,10,18298.932
2020,금천구,독산제1동,11545610,11,20050.788
2020,금천구,독산제1동,11545610,12,22941.069
2021,금천구,독산제1동,11545610,1,25682.654
2021,금천구,독산제1동,11545610,2,24057.193
2021,금천구,독산제1동,11545610,3,20626.791
2021,금천구,독산제1동,11545610,4,20216.874
2021,금천구,독산제1동,11545610,5,19402.04
2021,금천구,독산제1동,11545610,6,21740.385
2021,금천구,독산제1동,11545610,7,25450.221
2021,금천구,독산제1동,11545610,8,28682.211
2021,금천구,독산제1동,11545610,9,24173.92
2021,금천구,독산제1동,11545610,10,20449.904
2021,금천구,독산제1동,11545610,11,21174.405
2021,금천구,독산제1동,11545610,12,23415.121
2022,금천구,독산제1동,11545610,1,26966.175
2022,금천구,독산제1동,11545610,2,25404.159
2022,금천구,독산제1동,11545610,3,22138.163
2022,금천구,독산제1동,11545610,4,21108.73
2022,금천구,독산제1동,11545610,5,19923.919
2022,금천구,독산제1동,11545610,6,21930.016
2022,금천구,독산제1동,11545610,7,26442.355
2022,금천구,독산제1동,11545610,8,28267.564
2022,금천구,독산제1동,11545610,9,24138.592
2022,금천구,독산제1동,11545610,10,20884.695
2022,금천구,독산제1동,11545610,11,20493.103
2022,금천구,독산제1동,11545610,12,23825.706
2023,금천구,독산제1동,11545610,1,27046.935
2023,금천구,독산제1동,11545610,2,24704.148
2023,금천구,독산제1동,11545610,3,20653.782
2023,금천구,독산제1동,11545610,4,19977.851
2023,금천구,독산제1동,11545610,5,19325.86
2023,금천구,독산제1동,11545610,6,21566.242
2023,금천구,독산제1동,11545610,7,25476.436
2023,금천구,독산제1동,11545610,8,28502.188
2023,금천구,독산제1동,11545610,9,26624.69
2023,금천구,독산제1동,11545610,10,20037.446
2023,금천구,독산제1동,11545610,11,20811.943
2023,금천구,독산제1동,11545610,12,23300.087
2024,금천구,독산제1동,11545610,1,25853.266
2024,금천구,독산제1동,11545610,2,24056.334
2024,금천구,독산제1동,11545610,3,21635.875
2024,금천구,독산제1동,11545610,4,20355.996
2024,금천구,독산제1동,11545610,5,19211.814
2024,금천구,독산제1동,11545610,6,21852.466
2024,금천구,독산제1동,11545610,7,25645.673
2024,금천구,독산제1동,11545610,8,29951.28
2024,금천구,독산제1동,11545610,9,28789.535
2024,금천구,독산제1동,11545610,10,21949.087
2024,금천구,독산제1동,11545610,11,20344.099
2024,금천구,독산제1동,11545610,12,23279.237
2025,금천구,독산제1동,11545610,1,25780.866
2025,금천구,독산제1동,11545610,2,25202.285
2025,금천구,독산제1동,11545610,3,21970.266
2025,금천구,독산제1동,11545610,4,20838.901
2025,금천구,독산제1동,11545610,5,19186.434
2025,금천구,독산제1동,11545610,6,0.0
2025,금천구,독산제1동,11545610,7,0.0
2025,금천구,독산제1동,11545610,8,0.0
2025,금천구,독산제1동,11545610,9,0.0
2025,금천구,독산제1동,11545610,10,0.0
2025,금천구,독산제1동,11545610,11,0.0
2025,금천구,독산제1동,11545610,12,0.0
2018,금천구,독산제2동,11545620,1,4199.12
2018,금천구,독산제2동,11545620,2,4357.932
2018,금천구,독산제2동,11545620,3,3474.373
2018,금천구,독산제2동,11545620,4,3448.907
2018,금천구,독산제2동,11545620,5,3177.669
2018,금천구,독산제2동,11545620,6,3422.402
2018,금천구,독산제2동,11545620,7,3927.367
2018,금천구,독산제2동,11545620,8,5553.561
2018,금천구,독산제2동,11545620,9,4274.444
2018,금천구,독산제2동,11545620,10,3219.777
2018,금천구,독산제2동,11545620,11,3361.754
2018,금천구,독산제2동,11545620,12,3690.371
2019,금천구,독산제2동,11545620,1,4181.99
2019,금천구,독산제2동,11545620,2,4089.739
2019,금천구,독산제2동,11545620,3,3401.787
2019,금천구,독산제2동,11545620,4,3523.932
2019,금천구,독산제2동,11545620,5,3210.885
2019,금천구,독산제2동,11545620,6,3383.17
2019,금천구,독산제2동,11545620,7,3757.049
2019,금천구,독산제2동,11545620,8,4868.252
2019,금천구,독산제2동,11545620,9,4262.453
2019,금천구,독산제2동,11545620,10,3377.338
2019,금천구,독산제2동,11545620,11,3344.726
2019,금천구,독산제2동,11545620,12,3722.697
2020,금천구,독산제2동,11545620,1,4066.312
2020,금천구,독산제2동,11545620,2,4007.899
2020,금천구,독산제2동,11545620,3,3597.23
2020,금천구,독산제2동,11545620,4,3494.074
2020,금천구,독산제2동,11545620,5,3238.227
2020,금천구,독산제2동,11545620,6,3506.787
2020,금천구,독산제2동,11545620,7,3795.54
2020,금천구,독산제2동,11545620,8,4318.256
2020,금천구,독산제2동,11545620,9,3706.173
2020,금천구,독산제2동,11545620,10,3265.348
2020,금천구,독산제2동,11545620,11,3392.638
2020,금천구,독산제2동,11545620,12,3750.688
2021,금천구,독산제2동,11545620,1,4300.088
2021,금천구,독산제2동,11545620,2,4137.02
2021,금천구,독산제2동,11545620,3,3427.816
2021,금천구,독산제2동,11545620,4,3435.934
2021,금천구,독산제2동,11545620,5,3242.699
2021,금천구,독산제2동,11545620,6,3498.601
2021,금천구,독산제2동,11545620,7,4273.435
2021,금천구,독산제2동,11545620,8,5445.153
2021,금천구,독산제2동,11545620,9,4175.105
2021,금천구,독산제2동,11545620,10,3510.606
2021,금천구,독산제2동,11545620,11,3487.068
2021,금천구,독산제2동,11545620,12,3745.708
2022,금천구,독산제2동,11545620,1,4357.137
2022,금천구,독산제2동,11545620,2,4296.916
2022,금천구,독산제2동,11545620,3,3653.51
2022,금천구,독산제2동,11545620,4,3566.971
2022,금천구,독산제2동,11545620,5,3249.538
2022,금천구,독산제2동,11545620,6,3511.535
2022,금천구,독산제2동,11545620,7,4440.652
2022,금천구,독산제2동,11545620,8,5166.265
2022,금천구,독산제2동,11545620,9,4218.049
2022,금천구,독산제2동,11545620,10,3462.949
2022,금천구,독산제2동,11545620,11,3370.508
2022,금천구,독산제2동,11545620,12,3779.247
2023,금천구,독산제2동,11545620,1,4358.681
2023,금천구,독산제2동,11545620,2,4165.497
2023,금천구,독산제2동,11545620,3,3373.086
2023,금천구,독산제2동,11545620,4,3377.095
2023,금천구,독산제2동,11545620,5,3183.849
2023,금천구,독산제2동,11545620,6,3488.523
2023,금천구,독산제2동,11545620,7,4191.191
2023,금천구,독산제2동,11545620,8,5213.628
2023,금천구,독산제2동,11545620,9,4647.163
2023,금천구,독산제2동,11545620,10,3428.333
2023,금천구,독산제2동,11545620,11,3346.978
2023,금천구,독산제2동,11545620,12,3749.162
2024,금천구,독산제2동,11545620,1,4196.898
2024,금천구,독산제2동,11545620,2,4032.059
2024,금천구,독산제2동,11545620,3,3496.587
2024,금천구,독산제2동,11545620,4,3396.497
2024,금천구,독산제2동,11545620,5,3144.212
2024,금천구,독산제2동,11545620,6,3491.826
2024,금천구,독산제2동,11545620,7,4159.341
2024,금천구,독산제2동,11545620,8,5503.244
2024,금천구,독산제2동,11545620,9,5303.911
2024,금천구,독산제2동,11545620,10,3705.213
2024,금천구,독산제2동,11545620,11,3275.447
2024,금천구,독산제2동,11545620,12,3619.872
2025,금천구,독산제2동,11545620,1,4115.887
2025,금천구,독산제2동,11545620,2,4156.964
2025,금천구,독산제2동,11545620,3,3491.978
2025,금천구,독산제2동,11545620,4,3423.679
2025,금천구,독산제2동,11545620,5,3144.669
2025,금천구,독산제2동,11545620,6,0.0
2025,금천구,독산제2동,11545620,7,0.0
2025,금천구,독산제2동,11545620,8,0.0
2025,금천구,독산제2동,11545620,9,0.0
2025,금천구,독산제2동,11545620,10,0.0
2025,금천구,독산제2동,11545620,11,0.0
2025,금천구,독산제2동,11545620,12,0.0
2018,금천구,독산제3동,11545630,1,7632.25
2018,금천구,독산제3동,11545630,2,8025.796
