연도,자치구명,행정동명,행정동코드,월,전력사용량
2023,성북구,월곡제2동,11290725,5,7761.23
2023,성북구,월곡제2동,11290725,6,8825.244
2023,성북구,월곡제2동,11290725,7,10143.04
2023,성북구,월곡제2동,11290725,8,11372.125
2023,성북구,월곡제2동,11290725,9,10343.917
2023,성북구,월곡제2동,11290725,10,8017.877
2023,성북구,월곡제2동,11290725,11,8043.562
2023,성북구,월곡제2동,11290725,12,9015.852
2024,성북구,월곡제2동,11290725,1,9939.589
2024,성북구,월곡제2동,11290725,2,9288.36
2024,성북구,월곡제2동,11290725,3,8371.448
2024,성북구,월곡제2동,11290725,4,7825.04
2024,성북구,월곡제2동,11290725,5,7659.561
2024,성북구,월곡제2동,11290725,6,8566.054
2024,성북구,월곡제2동,11290725,7,10082.33
2024,성북구,월곡제2동,11290725,8,11748.441
2024,성북구,월곡제2동,11290725,9,11237.45
2024,성북구,월곡제2동,11290725,10,8605.217
2024,성북구,월곡제2동,11290725,11,7785.076
2024,성북구,월곡제2동,11290725,12,8797.821
2025,성북구,월곡제2동,11290725,1,9873.453
2025,성북구,월곡제2동,11290725,2,9757.981
2025,성북구,월곡제2동,11290725,3,8629.847
2025,성북구,월곡제2동,11290725,4,7908.75
2025,성북구,월곡제2동,11290725,5,7614.606
2025,성북구,월곡제2동,11290725,6,0.0
2025,성북구,월곡제2동,11290725,7,0.0
2025,성북구,월곡제2동,11290725,8,0.0
2025,성북구,월곡제2동,11290725,9,0.0
2025,성북구,월곡제2동,11290725,10,0.0
2025,성북구,월곡제2동,11290725,11,0.0
2025,성북구,월곡제2동,11290725,12,0.0
2018,성북구,장위제1동,11290760,1,3586.353
2018,성북구,장위제1동,11290760,2,3707.74
2018,성북구,장위제1동,11290760,3,2981.1
2018,성북구,장위제1동,11290760,4,2979.259
2018,성북구,장위제1동,11290760,5,2722.413
2018,성북구,장위제1동,11290760,6,2884.658
2018,성북구,장위제1동,11290760,7,3225.973
2018,성북구,장위제1동,11290760,8,4701.268
2018,성북구,장위제1동,11290760,9,3530.743
2018,성북구,장위제1동,11290760,10,2712.784
2018,성북구,장위제1동,11290760,11,2953.649
2018,성북구,장위제1동,11290760,12,3238.945
2019,성북구,장위제1동,11290760,1,3611.384
2019,성북구,장위제1동,11290760,2,3531.904
2019,성북구,장위제1동,11290760,3,2984.054
2019,성북구,장위제1동,11290760,4,3120.701
2019,성북구,장위제1동,11290760,5,2780.923
2019,성북구,장위제1동,11290760,6,2897.246
2019,성북구,장위제1동,11290760,7,3133.71
2019,성북구,장위제1동,11290760,8,4046.756
2019,성북구,장위제1동,11290760,9,3539.867
2019,성북구,장위제1동,11290760,10,2833.015
2019,성북구,장위제1동,11290760,11,2877.082
2019,성북구,장위제1동,11290760,12,3204.354
2020,성북구,장위제1동,11290760,1,3425.003
2020,성북구,장위제1동,11290760,2,3403.184
2020,성북구,장위제1동,11290760,3,3088.513
2020,성북구,장위제1동,11290760,4,2997.949
2020,성북구,장위제1동,11290760,5,2770.535
2020,성북구,장위제1동,11290760,6,3033.849
2020,성북구,장위제1동,11290760,7,3231.432
2020,성북구,장위제1동,11290760,8,3570.033
2020,성북구,장위제1동,11290760,9,3298.399
2020,성북구,장위제1동,11290760,10,2821.766
2020,성북구,장위제1동,11290760,11,3114.493
2020,성북구,장위제1동,11290760,12,3529.929
2021,성북구,장위제1동,11290760,1,4053.208
2021,성북구,장위제1동,11290760,2,4131.54
2021,성북구,장위제1동,11290760,3,3561.591
2021,성북구,장위제1동,11290760,4,3653.985
2021,성북구,장위제1동,11290760,5,3431.138
2021,성북구,장위제1동,11290760,6,3664.31
2021,성북구,장위제1동,11290760,7,4220.157
2021,성북구,장위제1동,11290760,8,5679.931
2021,성북구,장위제1동,11290760,9,4338.949
2021,성북구,장위제1동,11290760,10,3640.999
2021,성북구,장위제1동,11290760,11,3747.717
2021,성북구,장위제1동,11290760,12,4004.721
2022,성북구,장위제1동,11290760,1,4523.025
2022,성북구,장위제1동,11290760,2,4499.284
2022,성북구,장위제1동,11290760,3,3855.7
2022,성북구,장위제1동,11290760,4,3826.567
2022,성북구,장위제1동,11290760,5,3479.868
2022,성북구,장위제1동,11290760,6,3678.469
2022,성북구,장위제1동,11290760,7,4492.435
2022,성북구,장위제1동,11290760,8,5420.195
2022,성북구,장위제1동,11290760,9,4533.25
2022,성북구,장위제1동,11290760,10,3628.291
2022,성북구,장위제1동,11290760,11,3648.03
2022,성북구,장위제1동,11290760,12,3972.673
2023,성북구,장위제1동,11290760,1,4598.496
2023,성북구,장위제1동,11290760,2,4437.59
2023,성북구,장위제1동,11290760,3,3629.871
2023,성북구,장위제1동,11290760,4,3660.099
2023,성북구,장위제1동,11290760,5,3447.37
2023,성북구,장위제1동,11290760,6,3691.23
2023,성북구,장위제1동,11290760,7,4357.736
2023,성북구,장위제1동,11290760,8,5459.403
2023,성북구,장위제1동,11290760,9,4962.644
2023,성북구,장위제1동,11290760,10,3721.47
2023,성북구,장위제1동,11290760,11,3674.591
2023,성북구,장위제1동,11290760,12,4053.452
2024,성북구,장위제1동,11290760,1,4475.305
2024,성북구,장위제1동,11290760,2,4320.816
2024,성북구,장위제1동,11290760,3,3786.176
2024,성북구,장위제1동,11290760,4,3727.842
2024,성북구,장위제1동,11290760,5,3410.562
2024,성북구,장위제1동,11290760,6,3693.541
2024,성북구,장위제1동,11290760,7,4452.536
2024,성북구,장위제1동,11290760,8,5784.485
2024,성북구,장위제1동,11290760,9,5784.79
2024,성북구,장위제1동,11290760,10,4268.623
2024,성북구,장위제1동,11290760,11,3726.659
2024,성북구,장위제1동,11290760,12,4084.478
2025,성북구,장위제1동,11290760,1,4588.429
2025,성북구,장위제1동,11290760,2,4631.367
2025,성북구,장위제1동,11290760,3,3991.796
2025,성북구,장위제1동,11290760,4,3938.941
2025,성북구,장위제1동,11290760,5,3589.015
2025,성북구,장위제1동,11290760,6,0.0
2025,성북구,장위제1동,11290760,7,0.0
2025,성북구,장위제1동,11290760,8,0.0
2025,성북구,장위제1동,11290760,9,0.0
2025,성북구,장위제1동,11290760,10,0.0
2025,성북구,장위제1동,11290760,11,0.0
2025,성북구,장위제1동,11290760,12,0.0
2018,성북구,장위제2동,11290770,1,3466.263
2018,성북구,장위제2동,11290770,2,3692.034
2018,성북구,장위제2동,11290770,3,2904.976
2018,성북구,장위제2동,11290770,4,2829.588
2018,성북구,장위제2동,11290770,5,2546.436
2018,성북구,장위제2동,11290770,6,2738.495
2018,성북구,장위제2동,11290770,7,3091.636
2018,성북구,장위제2동,11290770,8,4328.009
2018,성북구,장위제2동,11290770,9,3247.322
2018,성북구,장위제2동,11290770,10,2399.848
2018,성북구,장위제2동,11290770,11,2667.791
2018,성북구,장위제2동,11290770,12,3004.729
2019,성북구,장위제2동,11290770,1,3318.469
2019,성북구,장위제2동,11290770,2,3298.347
2019,성북구,장위제2동,11290770,3,2729.133
2019,성북구,장위제2동,11290770,4,2824.741
2019,성북구,장위제2동,11290770,5,2565.939
2019,성북구,장위제2동,11290770,6,2690.296
2019,성북구,장위제2동,11290770,7,2941.942
2019,성북구,장위제2동,11290770,8,3692.563
2019,성북구,장위제2동,11290770,9,3196.28
2019,성북구,장위제2동,11290770,10,2567.331
2019,성북구,장위제2동,11290770,11,2654.836
2019,성북구,장위제2동,11290770,12,3017.231
2020,성북구,장위제2동,11290770,1,3207.657
2020,성북구,장위제2동,11290770,2,3178.033
2020,성북구,장위제2동,11290770,3,2798.56
2020,성북구,장위제2동,11290770,4,2665.761
2020,성북구,장위제2동,11290770,5,2495.54
2020,성북구,장위제2동,11290770,6,2802.844
2020,성북구,장위제2동,11290770,7,3036.2
2020,성북구,장위제2동,11290770,8,3286.617
2020,성북구,장위제2동,11290770,9,2920.637
2020,성북구,장위제2동,11290770,10,2493.322
2020,성북구,장위제2동,11290770,11,2710.944
2020,성북구,장위제2동,11290770,12,3081.83
2021,성북구,장위제2동,11290770,1,3535.493
2021,성북구,장위제2동,11290770,2,3388.246
2021,성북구,장위제2동,11290770,3,2827.346
2021,성북구,장위제2동,11290770,4,2814.653
2021,성북구,장위제2동,11290770,5,2587.009
2021,성북구,장위제2동,11290770,6,2795.222
2021,성북구,장위제2동,11290770,7,3343.708
2021,성북구,장위제2동,11290770,8,4244.301
2021,성북구,장위제2동,11290770,9,3173.582
2021,성북구,장위제2동,11290770,10,2709.77
2021,성북구,장위제2동,11290770,11,2798.47
2021,성북구,장위제2동,11290770,12,3149.509
2022,성북구,장위제2동,11290770,1,3660.525
2022,성북구,장위제2동,11290770,2,3529.43
2022,성북구,장위제2동,11290770,3,2972.266
2022,성북구,장위제2동,11290770,4,2837.962
2022,성북구,장위제2동,11290770,5,2552.198
2022,성북구,장위제2동,11290770,6,2740.316
2022,성북구,장위제2동,11290770,7,3505.627
2022,성북구,장위제2동,11290770,8,3942.986
2022,성북구,장위제2동,11290770,9,3224.338
2022,성북구,장위제2동,11290770,10,2641.709
2022,성북구,장위제2동,11290770,11,2689.6
2022,성북구,장위제2동,11290770,12,3171.868
2023,성북구,장위제2동,11290770,1,3636.819
2023,성북구,장위제2동,11290770,2,3502.002
2023,성북구,장위제2동,11290770,3,2805.918
2023,성북구,장위제2동,11290770,4,2748.771
2023,성북구,장위제2동,11290770,5,2559.721
2023,성북구,장위제2동,11290770,6,2798.424
2023,성북구,장위제2동,11290770,7,3367.183
2023,성북구,장위제2동,11290770,8,3982.696
2023,성북구,장위제2동,11290770,9,3574.227
2023,성북구,장위제2동,11290770,10,2588.271
2023,성북구,장위제2동,11290770,11,2686.075
2023,성북구,장위제2동,11290770,12,3114.409
2024,성북구,장위제2동,11290770,1,3384.727
2024,성북구,장위제2동,11290770,2,3307.363
2024,성북구,장위제2동,11290770,3,2895.211
2024,성북구,장위제2동,11290770,4,2709.926
2024,성북구,장위제2동,11290770,5,2499.989
2024,성북구,장위제2동,11290770,6,2826.718
2024,성북구,장위제2동,11290770,7,3308.209
2024,성북구,장위제2동,11290770,8,4237.774
2024,성북구,장위제2동,11290770,9,3993.251
2024,성북구,장위제2동,11290770,10,2768.531
2024,성북구,장위제2동,11290770,11,2573.733
2024,성북구,장위제2동,11290770,12,3002.229
2025,성북구,장위제2동,11290770,1,3374.5
2025,성북구,장위제2동,11290770,2,3413.064
2025,성북구,장위제2동,11290770,3,2862.507
2025,성북구,장위제2동,11290770,4,2721.155
2025,성북구,장위제2동,11290770,5,2464.117
2025,성북구,장위제2동,11290770,6,0.0
2025,성북구,장위제2동,11290770,7,0.0
2025,성북구,장위제2동,11290770,8,0.0
2025,성북구,장위제2동,11290770,9,0.0
2025,성북구,장위제2동,11290770,10,0.0
2025,성북구,장위제2동,11290770,11,0.0
2025,성북구,장위제2동,11290770,12,0.0
2018,성북구,장위제3동,11290780,1,2181.466
2018,성북구,장위제3동,11290780,2,2271.479
2018,성북구,장위제3동,11290780,3,1790.48
2018,성북구,장위제3동,11290780,4,1782.777
2018,성북구,장위제3동,11290780,5,1662.788
2018,성북구,장위제3동,11290780,6,1768.079
2018,성북구,장위제3동,11290780,7,1979.05
2018,성북구,장위제3동,11290780,8,2805.892
2018,성북구,장위제3동,11290780,9,1902.274
2018,성북구,장위제3동,11290780,10,1640.325
2018,성북구,장위제3동,11290780,11,1746.105
2018,성북구,장위제3동,11290780,12,1898.188
2019,성북구,장위제3동,11290780,1,2129.335
2019,성북구,장위제3동,11290780,2,2186.486
2019,성북구,장위제3동,11290780,3,1847.699
2019,성북구,장위제3동,11290780,4,1951.548
2019,성북구,장위제3동,11290780,5,1776.172
2019,성북구,장위제3동,11290780,6,1792.908
2019,성북구,장위제3동,11290780,7,1919.113
2019,성북구,장위제3동,11290780,8,2680.634
2019,성북구,장위제3동,11290780,9,2571.793
2019,성북구,장위제3동,11290780,10,2087.265
2019,성북구,장위제3동,11290780,11,2093.59
2019,성북구,장위제3동,11290780,12,2305.261
2020,성북구,장위제3동,11290780,1,2534.219
2020,성북구,장위제3동,11290780,2,2476.244
2020,성북구,장위제3동,11290780,3,2242.671
2020,성북구,장위제3동,11290780,4,2172.654
2020,성북구,장위제3동,11290780,5,2045.25
2020,성북구,장위제3동,11290780,6,2209.299
2020,성북구,장위제3동,11290780,7,2373.261
2020,성북구,장위제3동,11290780,8,2591.128
2020,성북구,장위제3동,11290780,9,2290.728
2020,성북구,장위제3동,11290780,10,2081.042
2020,성북구,장위제3동,11290780,11,2166.903
2020,성북구,장위제3동,11290780,12,2344.855
2021,성북구,장위제3동,11290780,1,2671.652
2021,성북구,장위제3동,11290780,2,2623.75
2021,성북구,장위제3동,11290780,3,2195.791
2021,성북구,장위제3동,11290780,4,2211.933
2021,성북구,장위제3동,11290780,5,2086.507
2021,성북구,장위제3동,11290780,6,2261.702
2021,성북구,장위제3동,11290780,7,2623.485
2021,성북구,장위제3동,11290780,8,3427.83
2021,성북구,장위제3동,11290780,9,2715.702
2021,성북구,장위제3동,11290780,10,2228.521
2021,성북구,장위제3동,11290780,11,2249.686
2021,성북구,장위제3동,11290780,12,2399.46
2022,성북구,장위제3동,11290780,1,2788.011
2022,성북구,장위제3동,11290780,2,2766.354
2022,성북구,장위제3동,11290780,3,2370.324
2022,성북구,장위제3동,11290780,4,2320.382
2022,성북구,장위제3동,11290780,5,2119.346
2022,성북구,장위제3동,11290780,6,2252.715
2022,성북구,장위제3동,11290780,7,2655.951
2022,성북구,장위제3동,11290780,8,3193.896
2022,성북구,장위제3동,11290780,9,2777.523
2022,성북구,장위제3동,11290780,10,2220.134
2022,성북구,장위제3동,11290780,11,2225.274
2022,성북구,장위제3동,11290780,12,2416.26
2023,성북구,장위제3동,11290780,1,2818.777
2023,성북구,장위제3동,11290780,2,2735.597
2023,성북구,장위제3동,11290780,3,2251.662
2023,성북구,장위제3동,11290780,4,2274.241
2023,성북구,장위제3동,11290780,5,2129.924
2023,성북구,장위제3동,11290780,6,2272.594
2023,성북구,장위제3동,11290780,7,2613.554
2023,성북구,장위제3동,11290780,8,3203.907
2023,성북구,장위제3동,11290780,9,3002.471
2023,성북구,장위제3동,11290780,10,2231.964
2023,성북구,장위제3동,11290780,11,2165.62
2023,성북구,장위제3동,11290780,12,2359.857
2024,성북구,장위제3동,11290780,1,2639.051
2024,성북구,장위제3동,11290780,2,2569.615
2024,성북구,장위제3동,11290780,3,2247.137
2024,성북구,장위제3동,11290780,4,2206.412
2024,성북구,장위제3동,11290780,5,2053.013
2024,성북구,장위제3동,11290780,6,2250.753
2024,성북구,장위제3동,11290780,7,2680.881
2024,성북구,장위제3동,11290780,8,3386.67
2024,성북구,장위제3동,11290780,9,3476.538
2024,성북구,장위제3동,11290780,10,2527.223
2024,성북구,장위제3동,11290780,11,2196.348
2024,성북구,장위제3동,11290780,12,2392.072
2025,성북구,장위제3동,11290780,1,2726.522
2025,성북구,장위제3동,11290780,2,2711.547
2025,성북구,장위제3동,11290780,3,2355.542
2025,성북구,장위제3동,11290780,4,2297.279
2025,성북구,장위제3동,11290780,5,2114.619
2025,성북구,장위제3동,11290780,6,0.0
2025,성북구,장위제3동,11290780,7,0.0
2025,성북구,장위제3동,11290780,8,0.0
2025,성북구,장위제3동,11290780,9,0.0
2025,성북구,장위제3동,11290780,10,0.0
2025,성북구,장위제3동,11290780,11,0.0
2025,성북구,장위제3동,11290780,12,0.0
2018,성북구,석관동,11290810,1,8203.656
2018,성북구,석관동,11290810,2,8483.434
2018,성북구,석관동,11290810,3,6726.699
2018,성북구,석관동,11290810,4,6520.877
2018,성북구,석관동,11290810,5,5995.649
2018,성북구,석관동,11290810,6,6507.776
2018,성북구,석관동,11290810,7,7388.525
2018,성북구,석관동,11290810,8,10482.959
2018,성북구,석관동,11290810,9,7782.484
2018,성북구,석관동,11290810,10,6199.202
2018,성북구,석관동,11290810,11,6450.517
2018,성북구,석관동,11290810,12,7435.104
2019,성북구,석관동,11290810,1,8435.674
2019,성북구,석관동,11290810,2,8045.16
2019,성북구,석관동,11290810,3,6899.45
2019,성북구,석관동,11290810,4,7018.929
2019,성북구,석관동,11290810,5,6434.137
2019,성북구,석관동,11290810,6,6822.062
2019,성북구,석관동,11290810,7,7595.166
2019,성북구,석관동,11290810,8,9521.011
2019,성북구,석관동,11290810,9,8362.395
2019,성북구,석관동,11290810,10,6707.09
2019,성북구,석관동,11290810,11,6776.782
2019,성북구,석관동,11290810,12,7753.291
2020,성북구,석관동,11290810,1,8224.691
2020,성북구,석관동,11290810,2,7993.973
2020,성북구,석관동,11290810,3,7200.316
2020,성북구,석관동,11290810,4,6793.908
2020,성북구,석관동,11290810,5,6426.779
2020,성북구,석관동,11290810,6,7102.487
2020,성북구,석관동,11290810,7,7852.457
2020,성북구,석관동,11290810,8,8522.077
2020,성북구,석관동,11290810,9,6867.179
2020,성북구,석관동,11290810,10,6464.776
2020,성북구,석관동,11290810,11,6885.315
2020,성북구,석관동,11290810,12,7715.651
2021,성북구,석관동,11290810,1,8770.318
2021,성북구,석관동,11290810,2,8421.68
2021,성북구,석관동,11290810,3,7073.254
2021,성북구,석관동,11290810,4,6849.412
2021,성북구,석관동,11290810,5,6440.297
2021,성북구,석관동,11290810,6,6959.68
2021,성북구,석관동,11290810,7,8390.043
2021,성북구,석관동,11290810,8,10497.993
2021,성북구,석관동,11290810,9,7988.955
2021,성북구,석관동,11290810,10,6877.429
2021,성북구,석관동,11290810,11,6956.063
2021,성북구,석관동,11290810,12,7847.259
2022,성북구,석관동,11290810,1,8947.238
2022,성북구,석관동,11290810,2,8764.367
2022,성북구,석관동,11290810,3,7574.966
2022,성북구,석관동,11290810,4,7101.382
2022,성북구,석관동,11290810,5,6485.028
2022,성북구,석관동,11290810,6,6978.015
2022,성북구,석관동,11290810,7,8751.872
2022,성북구,석관동,11290810,8,9940.444
2022,성북구,석관동,11290810,9,8352.895
2022,성북구,석관동,11290810,10,6879.116
2022,성북구,석관동,11290810,11,6888.91
2022,성북구,석관동,11290810,12,8027.797
2023,성북구,석관동,11290810,1,9304.015
2023,성북구,석관동,11290810,2,8581.829
2023,성북구,석관동,11290810,3,7094.889
2023,성북구,석관동,11290810,4,6857.183
2023,성북구,석관동,11290810,5,6508.013
2023,성북구,석관동,11290810,6,7178.554
2023,성북구,석관동,11290810,7,8643.602
2023,성북구,석관동,11290810,8,10374.693
2023,성북구,석관동,11290810,9,9215.452
2023,성북구,석관동,11290810,10,6936.916
2023,성북구,석관동,11290810,11,6942.477
2023,성북구,석관동,11290810,12,7983.435
2024,성북구,석관동,11290810,1,8811.562
2024,성북구,석관동,11290810,2,8400.723
2024,성북구,석관동,11290810,3,7365.534
2024,성북구,석관동,11290810,4,6972.118
2024,성북구,석관동,11290810,5,6410.591
2024,성북구,석관동,11290810,6,7169.143
2024,성북구,석관동,11290810,7,8659.103
2024,성북구,석관동,11290810,8,10808.663
2024,성북구,석관동,11290810,9,10435.575
2024,성북구,석관동,11290810,10,7512.285
2024,성북구,석관동,11290810,11,6759.522
2024,성북구,석관동,11290810,12,7770.569
2025,성북구,석관동,11290810,1,8858.414
2025,성북구,석관동,11290810,2,8717.778
2025,성북구,석관동,11290810,3,7554.438
2025,성북구,석관동,11290810,4,7092.997
2025,성북구,석관동,11290810,5,6456.422
2025,성북구,석관동,11290810,6,0.0
2025,성북구,석관동,11290810,7,0.0
2025,성북구,석관동,11290810,8,0.0
2025,성북구,석관동,11290810,9,0.0
2025,성북구,석관동,11290810,10,0.0
2025,성북구,석관동,11290810,11,0.0
2025,성북구,석관동,11290810,12,0.0
2018,강북구,삼양동,11305534,1,4614.872
2018,강북구,삼양동,11305534,2,4791.912
2018,강북구,삼양동,11305534,3,3918.145
2018,강북구,삼양동,11305534,4,3825.842
2018,강북구,삼양동,11305534,5,3467.761
2018,강북구,삼양동,11305534,6,3612.883
2018,강북구,삼양동,11305534,7,3933.137
2018,강북구,삼양동,11305534,8,5537.397
2018,강북구,삼양동,11305534,9,4559.017
2018,강북구,삼양동,11305534,10,3437.25
2018,강북구,삼양동,11305534,11,3649.71
2018,강북구,삼양동,11305534,12,4030.304
2019,강북구,삼양동,11305534,1,4545.418
2019,강북구,삼양동,11305534,2,4486.513
2019,강북구,삼양동,11305534,3,3781.06
2019,강북구,삼양동,11305534,4,3885.048
2019,강북구,삼양동,11305534,5,3489.203
2019,강북구,삼양동,11305534,6,3607.065
2019,강북구,삼양동,11305534,7,3826.019
2019,강북구,삼양동,11305534,8,4813.277
2019,강북구,삼양동,11305534,9,4501.362
2019,강북구,삼양동,11305534,10,3599.248
2019,강북구,삼양동,11305534,11,3643.735
2019,강북구,삼양동,11305534,12,4028.127
2020,강북구,삼양동,11305534,1,4376.619
2020,강북구,삼양동,11305534,2,4359.204
2020,강북구,삼양동,11305534,3,3914.935
2020,강북구,삼양동,11305534,4,3807.667
2020,강북구,삼양동,11305534,5,3509.74
2020,강북구,삼양동,11305534,6,3681.258
2020,강북구,삼양동,11305534,7,3916.719
2020,강북구,삼양동,11305534,8,4239.494
2020,강북구,삼양동,11305534,9,4078.196
2020,강북구,삼양동,11305534,10,3460.026
2020,강북구,삼양동,11305534,11,3647.05
2020,강북구,삼양동,11305534,12,4007.384
2021,강북구,삼양동,11305534,1,4607.227
2021,강북구,삼양동,11305534,2,4525.852
2021,강북구,삼양동,11305534,3,3759.724
2021,강북구,삼양동,11305534,4,3743.787
2021,강북구,삼양동,11305534,5,3458.801
2021,강북구,삼양동,11305534,6,3648.269
2021,강북구,삼양동,11305534,7,4091.78
2021,강북구,삼양동,11305534,8,5522.978
2021,강북구,삼양동,11305534,9,4266.169
2021,강북구,삼양동,11305534,10,3618.052
2021,강북구,삼양동,11305534,11,3710.689
2021,강북구,삼양동,11305534,12,4004.149
2022,강북구,삼양동,11305534,1,4642.773
2022,강북구,삼양동,11305534,2,4681.489
2022,강북구,삼양동,11305534,3,4011.301
2022,강북구,삼양동,11305534,4,3933.062
2022,강북구,삼양동,11305534,5,3486.211
2022,강북구,삼양동,11305534,6,3634.013
2022,강북구,삼양동,11305534,7,4332.48
2022,강북구,삼양동,11305534,8,5166.487
2022,강북구,삼양동,11305534,9,4465.318
2022,강북구,삼양동,11305534,10,3626.535
2022,강북구,삼양동,11305534,11,3661.404
2022,강북구,삼양동,11305534,12,3999.976
2023,강북구,삼양동,11305534,1,4848.916
2023,강북구,삼양동,11305534,2,4592.977
2023,강북구,삼양동,11305534,3,3740.726
2023,강북구,삼양동,11305534,4,3689.508
2023,강북구,삼양동,11305534,5,3427.926
2023,강북구,삼양동,11305534,6,3650.989
2023,강북구,삼양동,11305534,7,4199.891
2023,강북구,삼양동,11305534,8,5140.199
2023,강북구,삼양동,11305534,9,4772.213
2023,강북구,삼양동,11305534,10,3651.518
2023,강북구,삼양동,11305534,11,3622.752
2023,강북구,삼양동,11305534,12,4032.411
2024,강북구,삼양동,11305534,1,4617.669
2024,강북구,삼양동,11305534,2,4498.596
2024,강북구,삼양동,11305534,3,3893.315
2024,강북구,삼양동,11305534,4,3778.063
2024,강북구,삼양동,11305534,5,3377.336
2024,강북구,삼양동,11305534,6,3613.382
2024,강북구,삼양동,11305534,7,4242.315
2024,강북구,삼양동,11305534,8,5397.113
2024,강북구,삼양동,11305534,9,5496.018
2024,강북구,삼양동,11305534,10,3995.268
2024,강북구,삼양동,11305534,11,3587.794
2024,강북구,삼양동,11305534,12,4005.337
2025,강북구,삼양동,11305534,1,4647.512
2025,강북구,삼양동,11305534,2,4677.851
2025,강북구,삼양동,11305534,3,3995.478
2025,강북구,삼양동,11305534,4,3854.935
2025,강북구,삼양동,11305534,5,3461.222
2025,강북구,삼양동,11305534,6,0.0
2025,강북구,삼양동,11305534,7,0.0
2025,강북구,삼양동,11305534,8,0.0
2025,강북구,삼양동,11305534,9,0.0
2025,강북구,삼양동,11305534,10,0.0
2025,강북구,삼양동,11305534,11,0.0
2025,강북구,삼양동,11305534,12,0.0
2018,강북구,미아동,11305535,1,8181.908
2018,강북구,미아동,11305535,2,8262.999
2018,강북구,미아동,11305535,3,7026.241
2018,강북구,미아동,11305535,4,6755.699
2018,강북구,미아동,11305535,5,6429.96
2018,강북구,미아동,11305535,6,6882.6
2018,강북구,미아동,11305535,7,7717.735
2018,강북구,미아동,11305535,8,10071.575
2018,강북구,미아동,11305535,9,8342.979
2018,강북구,미아동,11305535,10,6481.25
2018,강북구,미아동,11305535,11,6684.866
2018,강북구,미아동,11305535,12,7260.445
2019,강북구,미아동,11305535,1,8112.439
2019,강북구,미아동,11305535,2,7712.824
2019,강북구,미아동,11305535,3,6944.903
2019,강북구,미아동,11305535,4,6957.713
2019,강북구,미아동,11305535,5,6551.812
2019,강북구,미아동,11305535,6,6912.735
2019,강북구,미아동,11305535,7,7644.254
2019,강북구,미아동,11305535,8,9102.113
2019,강북구,미아동,11305535,9,8384.845
2019,강북구,미아동,11305535,10,6924.935
2019,강북구,미아동,11305535,11,6701.796
2019,강북구,미아동,11305535,12,7351.615
2020,강북구,미아동,11305535,1,7908.134
2020,강북구,미아동,11305535,2,7646.5
2020,강북구,미아동,11305535,3,7090.327
2020,강북구,미아동,11305535,4,6748.773
2020,강북구,미아동,11305535,5,6495.016
2020,강북구,미아동,11305535,6,7084.824
2020,강북구,미아동,11305535,7,7788.785
2020,강북구,미아동,11305535,8,8111.186
2020,강북구,미아동,11305535,9,7207.979
2020,강북구,미아동,11305535,10,6168.571
2020,강북구,미아동,11305535,11,6377.155
2020,강북구,미아동,11305535,12,6940.691
2021,강북구,미아동,11305535,1,7856.525
2021,강북구,미아동,11305535,2,7600.175
2021,강북구,미아동,11305535,3,6557.706
2021,강북구,미아동,11305535,4,6399.371
2021,강북구,미아동,11305535,5,6083.563
2021,강북구,미아동,11305535,6,6544.961
2021,강북구,미아동,11305535,7,7732.281
2021,강북구,미아동,11305535,8,9392.283
2021,강북구,미아동,11305535,9,7611.897
2021,강북구,미아동,11305535,10,6540.073
2021,강북구,미아동,11305535,11,6380.301
2021,강북구,미아동,11305535,12,6991.08
2022,강북구,미아동,11305535,1,7881.125
2022,강북구,미아동,11305535,2,7606.491
2022,강북구,미아동,11305535,3,6964.574
2022,강북구,미아동,11305535,4,6602.899
2022,강북구,미아동,11305535,5,6162.896
2022,강북구,미아동,11305535,6,6725.35
2022,강북구,미아동,11305535,7,8008.078
2022,강북구,미아동,11305535,8,9113.66
2022,강북구,미아동,11305535,9,7841.419
2022,강북구,미아동,11305535,10,6527.501
2022,강북구,미아동,11305535,11,6418.189
2022,강북구,미아동,11305535,12,7104.049
2023,강북구,미아동,11305535,1,8336.939
2023,강북구,미아동,11305535,2,7712.049
2023,강북구,미아동,11305535,3,6670.836
2023,강북구,미아동,11305535,4,6400.15
2023,강북구,미아동,11305535,5,6234.102
2023,강북구,미아동,11305535,6,6815.251
2023,강북구,미아동,11305535,7,7905.271
2023,강북구,미아동,11305535,8,9336.582
2023,강북구,미아동,11305535,9,8566.286
2023,강북구,미아동,11305535,10,6652.849
2023,강북구,미아동,11305535,11,6440.572
2023,강북구,미아동,11305535,12,7297.691
2024,강북구,미아동,11305535,1,8080.867
2024,강북구,미아동,11305535,2,7780.158
2024,강북구,미아동,11305535,3,6926.521
2024,강북구,미아동,11305535,4,6590.218
2024,강북구,미아동,11305535,5,6219.625
2024,강북구,미아동,11305535,6,6882.201
2024,강북구,미아동,11305535,7,8119.18
2024,강북구,미아동,11305535,8,9730.046
2024,강북구,미아동,11305535,9,9581.774
2024,강북구,미아동,11305535,10,7300.108
2024,강북구,미아동,11305535,11,6433.026
2024,강북구,미아동,11305535,12,7228.991
2025,강북구,미아동,11305535,1,8099.324
2025,강북구,미아동,11305535,2,8018.536
2025,강북구,미아동,11305535,3,7163.055
2025,강북구,미아동,11305535,4,6629.424
2025,강북구,미아동,11305535,5,6168.918
2025,강북구,미아동,11305535,6,0.0
