연도,자치구명,행정동명,행정동코드,월,전력사용량,평균생활인구,전력효율지표
2025,도봉구,창제2동,11320512,4,5437.137,31687.036211944443,0.17158868893994159
2025,도봉구,창제2동,11320512,5,4982.99,30590.669146639786,0.16289248123712108
2022,도봉구,창제3동,11320513,6,2282.192,10699.635781527777,0.21329623237643805
2022,도봉구,창제3동,11320513,7,2819.478,10494.66111827957,0.2686583176172351
2022,도봉구,창제3동,11320513,8,3366.543,10455.691030241936,0.3219818747763916
2022,도봉구,창제3동,11320513,9,2830.079,10397.347167638889,0.2721924116190377
2022,도봉구,창제3동,11320513,10,2281.465,10274.917205376343,0.22204217848161592
2022,도봉구,창제3동,11320513,11,2244.258,10111.357867499999,0.22195416574202267
2022,도봉구,창제3동,11320513,12,2460.53,10220.838104301074,0.2407366181609485
2023,도봉구,창제3동,11320513,1,3039.154,10590.23586827957,0.2869769887848328
2023,도봉구,창제3동,11320513,2,2851.293,10294.885723958334,0.2769620835483827
2023,도봉구,창제3동,11320513,3,2308.657,10003.34573172043,0.2307884843647151
